time,BSV open,BSV high,BSV low,BSV close,BSV volume,BSV daily_return
2019-04-21 00:00:00+00:00,58.782,58.867,54.637,56.181,741.47882523,-0.03550275541211012
2019-04-22 00:00:00+00:00,56.209,59.315,55.444,58.164,437.68050815,0.035296630533454554
2019-04-23 00:00:00+00:00,57.336,58.3,55.947,55.947,809.38082521,-0.038116360635444546
2019-04-24 00:00:00+00:00,55.947,55.947,49.886,53.333,1551.35584855,-0.04672279121311251
2019-04-25 00:00:00+00:00,54.18,56.194,50.8,51.402,576.49370128,-0.0362064762904768
2019-04-26 00:00:00+00:00,51.603,54.69,50.874,52.361,1035.7167232,0.01865686160071589
2019-04-27 00:00:00+00:00,52.173,54.004,52.173,53.315,168.95888476,0.018219667309638865
2019-04-28 00:00:00+00:00,54.185,54.185,52.884,53.2,320.35899742,-0.0021569914658162714
2019-04-29 00:00:00+00:00,52.975,53.195,51.5,51.666,1404.66808906,-0.028834586466165546
2019-04-30 00:00:00+00:00,51.89,53.506,51.847,52.905,257.76401818,0.023980954592962567
2019-05-01 00:00:00+00:00,54.321,54.321,52.278,52.788,567.47051388,-0.0022115111993196157
2019-05-02 00:00:00+00:00,52.657,52.916,51.515,52.422,588.43542676,-0.006933393953171163
2019-05-03 00:00:00+00:00,52.422,54.5,52.384,53.715,1560.89516356,0.02466521689367074
2019-05-04 00:00:00+00:00,53.363,53.363,52.0,52.191,391.24627726,-0.028371963138788092
2019-05-05 00:00:00+00:00,52.913,54.0,52.756,53.653,720.95178528,0.028012492575348213
2019-05-06 00:00:00+00:00,52.2,52.361,51.515,52.358,182.15495465,-0.024136581365440946
2019-05-07 00:00:00+00:00,51.783,53.535,51.783,52.129,1359.94424219,-0.00437373467282931
2019-05-08 00:00:00+00:00,51.506,58.587,51.506,58.587,450.33611818,0.12388497765159512
2019-05-09 00:00:00+00:00,58.222,58.222,55.602,57.746,559.33227292,-0.014354720330448711
2019-05-10 00:00:00+00:00,56.539,58.404,55.808,57.036,1190.39680065,-0.012295223911612974
2019-05-11 00:00:00+00:00,57.933,64.0,57.407,60.366,1033.64231525,0.058384178413633414
2019-05-12 00:00:00+00:00,63.1,65.0,56.444,58.022,457.33673641,-0.0388298048570388
2019-05-13 00:00:00+00:00,58.036,62.46,57.304,60.755,3990.13722285,0.04710282306711244
2019-05-14 00:00:00+00:00,60.007,64.0,58.412,60.51,1093.49724954,-0.0040325899102955365
2019-05-15 00:00:00+00:00,60.51,74.0,60.317,72.93,1962.11787776,0.20525532969757077
2019-05-16 00:00:00+00:00,73.1,75.0,63.662,65.4,662.26494471,-0.10324969148498564
2019-05-17 00:00:00+00:00,65.346,65.348,53.28,60.953,746.06951151,-0.06799694189602445
2019-05-18 00:00:00+00:00,59.399,61.516,58.652,59.597,92.04951112,-0.022246649057470536
2019-05-19 00:00:00+00:00,59.55,67.971,59.55,67.617,2469.77400383,0.13457053207376224
2019-05-20 00:00:00+00:00,63.955,64.06,61.5,63.499,967.65170264,-0.06090184421077538
2019-05-21 00:00:00+00:00,63.5,195.0,61.914,106.7,6095.81398634,0.6803414226995701
2019-05-22 00:00:00+00:00,106.7,148.0,98.075,104.965,4210.17532144,-0.01626054358013118
2019-05-23 00:00:00+00:00,104.116,104.416,95.189,102.0,2261.78520357,-0.028247511075120357
2019-05-24 00:00:00+00:00,101.181,101.631,96.003,98.649,601.71302625,-0.03285294117647053
2019-05-25 00:00:00+00:00,98.14,99.906,86.702,93.127,849.45005093,-0.055976238988737936
2019-05-26 00:00:00+00:00,92.17,116.0,89.252,105.903,2056.33128803,0.137188999967786
2019-05-27 00:00:00+00:00,104.327,123.0,103.54,116.937,1744.0946389,0.10418968301181253
2019-05-28 00:00:00+00:00,115.765,127.001,113.448,122.352,997.5803696,0.046306985812873735
2019-05-29 00:00:00+00:00,122.23,210.0,114.566,209.987,6459.37722749,0.7162531057931214
2019-05-30 00:00:00+00:00,209.987,252.2,170.481,185.237,9844.59021371,-0.11786443922719025
2019-05-31 00:00:00+00:00,185.207,203.646,176.0,196.567,2409.78393919,0.06116488606487902
2019-06-01 00:00:00+00:00,196.519,196.519,181.279,191.476,1141.94828852,-0.025899566051270084
2019-06-02 00:00:00+00:00,189.618,193.0,184.0,191.0,1090.29448763,-0.0024859512419310725
2019-06-03 00:00:00+00:00,194.0,235.889,194.0,222.464,3982.32654573,0.16473298429319372
2019-06-04 00:00:00+00:00,218.821,233.0,200.0,228.324,3437.97188001,0.02634134062140392
2019-06-05 00:00:00+00:00,228.324,232.948,200.004,216.864,2212.16896423,-0.050191832658853186
2019-06-06 00:00:00+00:00,213.733,216.551,176.591,199.328,3811.534115,-0.08086173823225618
2019-06-07 00:00:00+00:00,199.331,209.234,191.181,204.578,1602.56346116,0.02633849735109961
2019-06-08 00:00:00+00:00,202.5,202.619,187.09,194.945,945.5503833,-0.047087174574001134
2019-06-09 00:00:00+00:00,194.269,198.752,178.939,184.135,1289.53316552,-0.05545153761317301
2019-06-10 00:00:00+00:00,183.506,194.001,179.717,192.34,1114.37621748,0.04455969804762816
2019-06-11 00:00:00+00:00,193.0,193.0,180.393,185.492,828.34062452,-0.035603618592076614
2019-06-12 00:00:00+00:00,187.554,194.979,185.0,189.449,1557.97358363,0.021332456386259357
2019-06-13 00:00:00+00:00,189.449,219.0,189.449,214.474,2064.2427125,0.1320935977492621
2019-06-14 00:00:00+00:00,210.888,217.613,203.094,217.479,780.18462752,0.014011022315059352
2019-06-15 00:00:00+00:00,214.78,214.78,204.4,209.708,246.64879022,-0.03573218563631442
2019-06-16 00:00:00+00:00,209.194,219.0,205.001,213.092,2815.80934954,0.016136723444027057
2019-06-17 00:00:00+00:00,213.092,235.0,212.0,225.0,1966.68204935,0.05588196647457422
2019-06-18 00:00:00+00:00,221.695,232.058,218.308,222.5,2162.27717196,-0.011111111111111072
2019-06-19 00:00:00+00:00,219.519,226.501,219.519,224.988,3007.93783811,0.011182022471910136
2019-06-20 00:00:00+00:00,224.988,226.489,208.004,217.699,1299.17637476,-0.03239728341067072
2019-06-21 00:00:00+00:00,217.282,226.0,217.282,222.401,824.81505433,0.021598629300088712
2019-06-22 00:00:00+00:00,222.401,255.0,221.003,236.595,3004.06284316,0.06382165547816765
2019-06-23 00:00:00+00:00,239.18,243.364,233.687,236.019,784.00741417,-0.002434540036771682
2019-06-24 00:00:00+00:00,237.0,237.601,227.701,235.654,304.60206103,-0.0015464856642898317
2019-06-25 00:00:00+00:00,235.655,245.0,232.99,237.084,492.19341015,0.006068218659560198
2019-06-26 00:00:00+00:00,237.951,249.998,191.0,217.5,3133.71071976,-0.08260363415498306
2019-06-27 00:00:00+00:00,219.49,223.999,178.0,196.9,4078.61288882,-0.0947126436781609
2019-06-28 00:00:00+00:00,198.646,225.0,190.86,207.203,2324.03836006,0.05232605383443367
2019-06-29 00:00:00+00:00,211.364,214.186,201.927,213.171,561.43199036,0.02880267177598772
2019-06-30 00:00:00+00:00,211.764,215.928,191.883,193.133,900.34579637,-0.09399965286084877
2019-07-01 00:00:00+00:00,193.133,205.481,185.883,197.375,713.69274942,0.021964138702345037
2019-07-02 00:00:00+00:00,196.382,197.267,182.589,192.576,1610.26852795,-0.024314122862571286
2019-07-03 00:00:00+00:00,196.67,207.099,196.321,203.348,578.39615641,0.055936357593885155
2019-07-04 00:00:00+00:00,202.244,204.934,192.079,195.495,1133.24982234,-0.03861852587682202
2019-07-05 00:00:00+00:00,197.328,204.294,194.999,196.705,1048.90645869,0.006189416609120535
2019-07-06 00:00:00+00:00,199.318,204.183,196.551,197.53,238.75054435,0.004194097760605864
2019-07-07 00:00:00+00:00,197.53,202.999,188.519,200.4,391.35075267,0.01452943856629374
2019-07-08 00:00:00+00:00,197.394,203.0,196.776,202.107,712.61090951,0.008517964071856232
2019-07-09 00:00:00+00:00,202.275,214.0,200.438,206.191,1448.55386746,0.02020711801174624
2019-07-10 00:00:00+00:00,206.837,209.99,182.211,191.434,642.97189308,-0.0715695641419849
2019-07-11 00:00:00+00:00,187.139,189.267,152.001,162.395,1654.57456567,-0.15169196694422094
2019-07-12 00:00:00+00:00,162.134,169.638,153.76,165.746,781.28398694,0.02063487176329315
2019-07-13 00:00:00+00:00,165.31,165.31,148.054,154.213,605.18326744,-0.06958237302861014
2019-07-14 00:00:00+00:00,154.743,161.149,127.253,127.253,1341.42085075,-0.17482313423641327
2019-07-15 00:00:00+00:00,126.0,140.951,108.0,129.0,1841.42938115,0.013728556497685673
2019-07-16 00:00:00+00:00,130.727,137.981,110.0,112.55,1544.41500628,-0.1275193798449613
2019-07-17 00:00:00+00:00,111.186,124.575,108.008,120.093,951.43485726,0.06701910262105737
2019-07-18 00:00:00+00:00,120.175,138.238,118.596,135.671,1917.21472934,0.12971613666075443
2019-07-19 00:00:00+00:00,134.453,147.009,133.447,146.0,1459.86077333,0.0761327033780248
2019-07-20 00:00:00+00:00,146.859,181.54,146.859,173.169,2451.54319553,0.18608904109589042
2019-07-21 00:00:00+00:00,172.804,187.975,165.0,176.413,1006.84631458,0.01873314507792956
2019-07-22 00:00:00+00:00,177.4,178.951,160.855,168.5,745.13773637,-0.04485497100553815
2019-07-23 00:00:00+00:00,166.564,181.456,164.0,169.061,1017.18792624,0.0033293768545994418
2019-07-24 00:00:00+00:00,168.08,171.464,154.09,167.0,1896.07443934,-0.012190866018774282
2019-07-25 00:00:00+00:00,168.41,171.0,159.9,161.0,931.68708603,-0.0359281437125748
2019-07-26 00:00:00+00:00,161.0,163.099,156.498,161.589,568.61440269,0.0036583850931677375
2019-07-27 00:00:00+00:00,163.378,165.324,146.297,150.541,1834.20004199,-0.0683709905996076
2019-07-28 00:00:00+00:00,146.846,150.709,136.917,147.75,821.42396861,-0.018539799788761857
2019-07-29 00:00:00+00:00,147.381,154.418,141.326,146.276,710.11407355,-0.009976311336717392
2019-07-30 00:00:00+00:00,145.709,151.229,142.695,148.533,380.91031531,0.015429735568377456
2019-07-31 00:00:00+00:00,147.991,150.75,144.259,149.929,1449.3108125,0.009398584826267653
2019-08-01 00:00:00+00:00,146.546,147.0,141.017,146.856,220.00901133,-0.020496368280986332
2019-08-02 00:00:00+00:00,146.963,156.618,145.266,148.578,656.30518498,0.011725772184997707
2019-08-03 00:00:00+00:00,147.985,154.079,147.985,151.021,944.52623745,0.01644254196449002
2019-08-04 00:00:00+00:00,151.021,152.945,146.783,150.0,286.2751337,-0.006760649181239642
2019-08-05 00:00:00+00:00,150.214,157.7,150.214,152.624,562.1419815,0.01749333333333336
2019-08-06 00:00:00+00:00,152.635,161.973,143.623,147.28,659.37435458,-0.03501415242687911
2019-08-07 00:00:00+00:00,146.518,151.391,144.509,146.876,439.37847572,-0.0027430744160782394
2019-08-08 00:00:00+00:00,146.605,146.638,140.0,144.0,339.2068794,-0.01958114327732241
2019-08-09 00:00:00+00:00,142.19,148.5,137.817,139.49,320.95992146,-0.031319444444444344
2019-08-10 00:00:00+00:00,143.662,145.267,138.0,141.3,189.32703654,0.01297584056204748
2019-08-11 00:00:00+00:00,142.726,147.376,140.451,145.731,191.94601495,0.03135881104033955
2019-08-12 00:00:00+00:00,146.075,146.075,142.106,142.497,166.70075086,-0.022191572143195226
2019-08-13 00:00:00+00:00,142.373,143.868,138.85,143.774,137.01066791,0.008961592173870159
2019-08-14 00:00:00+00:00,143.674,153.075,129.922,132.782,1000.98776742,-0.07645332257570903
2019-08-15 00:00:00+00:00,133.916,137.602,122.508,135.001,948.85850426,0.016711602476239262
2019-08-16 00:00:00+00:00,134.934,137.173,130.0,135.593,607.57345696,0.004385152702572448
2019-08-17 00:00:00+00:00,135.054,136.232,130.876,133.0,212.01782221,-0.019123406075534755
2019-08-18 00:00:00+00:00,132.785,138.5,130.716,136.553,366.55266051,0.02671428571428569
2019-08-19 00:00:00+00:00,136.317,148.343,135.799,145.47,304.1075382,0.06530065249390349
2019-08-20 00:00:00+00:00,145.567,145.567,139.379,140.418,154.12534398,-0.03472881006393069
2019-08-21 00:00:00+00:00,140.206,140.206,130.001,133.623,341.8275902,-0.04839123189334715
2019-08-22 00:00:00+00:00,133.566,136.7,129.719,134.934,619.93519218,0.009811185200152783
2019-08-23 00:00:00+00:00,134.002,136.398,133.197,135.914,179.72303219,0.007262809966353867
2019-08-24 00:00:00+00:00,136.257,136.257,130.665,132.778,71.6189956,-0.023073414070662324
2019-08-25 00:00:00+00:00,132.846,134.509,131.062,133.0,177.69576457,0.0016719637289310807
2019-08-26 00:00:00+00:00,133.072,136.007,128.233,131.767,679.100347,-0.009270676691729318
2019-08-27 00:00:00+00:00,130.85,135.0,127.735,134.252,2446.3948457,0.018859046650527178
2019-08-28 00:00:00+00:00,133.092,133.092,122.71,125.134,817.72925951,-0.06791705151506133
2019-08-29 00:00:00+00:00,124.883,135.65,120.0,127.438,682.83127233,0.018412262055077067
2019-08-30 00:00:00+00:00,129.044,131.0,125.0,130.343,560.55949732,0.022795398546744172
2019-08-31 00:00:00+00:00,129.334,130.383,127.202,129.393,339.64754534,-0.007288461981080574
2019-09-01 00:00:00+00:00,129.182,129.876,127.113,129.876,692.14427281,0.003732813985300565
2019-09-02 00:00:00+00:00,130.413,136.767,129.561,134.48,541.34429432,0.03544919769626409
2019-09-03 00:00:00+00:00,134.681,137.494,133.622,135.446,236.15716762,0.0071832242712672745
2019-09-04 00:00:00+00:00,134.744,135.183,131.505,132.049,558.39124314,-0.02508010572479058
2019-09-05 00:00:00+00:00,131.514,132.5,129.0,130.0,1055.14548277,-0.015516967186423258
2019-09-06 00:00:00+00:00,130.989,138.0,128.964,130.65,949.40484708,0.0050000000000001155
2019-09-07 00:00:00+00:00,132.0,135.762,130.447,134.771,133.46208332,0.03154228855721386
2019-09-08 00:00:00+00:00,135.0,138.0,132.0,132.399,1139.7816289,-0.01760022556781493
2019-09-09 00:00:00+00:00,135.133,138.126,129.5,130.995,646.75513727,-0.010604309700224301
2019-09-10 00:00:00+00:00,130.48,130.48,124.6,127.388,775.8725388,-0.027535402114584495
2019-09-11 00:00:00+00:00,125.461,125.461,111.0,119.549,3033.65169623,-0.061536408452915525
2019-09-12 00:00:00+00:00,119.547,120.912,116.511,118.75,715.31676654,-0.006683451973667709
2019-09-13 00:00:00+00:00,118.75,118.75,115.69,116.998,483.04845607,-0.014753684210526252
2019-09-14 00:00:00+00:00,117.188,120.496,116.999,119.735,122.35210045,0.023393562283115843
2019-09-15 00:00:00+00:00,120.003,123.5,118.562,120.059,301.48772075,0.0027059756963294657
2019-09-16 00:00:00+00:00,121.8,123.5,118.007,123.18,602.79468297,0.025995552186841575
2019-09-17 00:00:00+00:00,121.911,126.0,119.649,124.894,1578.14031741,0.013914596525409939
2019-09-18 00:00:00+00:00,125.009,129.449,121.478,125.681,497.44060617,0.006301343539321325
2019-09-19 00:00:00+00:00,124.833,125.849,118.336,122.285,2377.62478841,-0.027020790732091626
2019-09-20 00:00:00+00:00,123.749,126.449,121.697,122.0,186.64753441,-0.0023306210900764235
2019-09-21 00:00:00+00:00,123.0,124.54,120.969,121.53,362.14136495,-0.003852459016393417
2019-09-22 00:00:00+00:00,120.005,121.529,117.0,118.937,222.06584088,-0.021336295564881147
2019-09-23 00:00:00+00:00,117.5,119.367,112.0,112.0,163.35285352,-0.05832499558589843
2019-09-24 00:00:00+00:00,112.0,113.604,77.001,86.367,3170.15262838,-0.2288660714285714
2019-09-25 00:00:00+00:00,86.225,89.926,82.0,85.439,1916.91113267,-0.010744844674470677
2019-09-26 00:00:00+00:00,86.333,86.57,78.107,83.708,671.18393528,-0.020260068586944957
2019-09-27 00:00:00+00:00,81.979,85.0,80.497,84.578,249.76590768,0.010393271849763464
2019-09-28 00:00:00+00:00,84.397,84.562,81.897,84.207,367.8233928,-0.00438648348270243
2019-09-29 00:00:00+00:00,84.207,84.996,80.449,81.988,64.81012661,-0.026351728478629988
2019-09-30 00:00:00+00:00,81.698,88.492,81.0,87.049,683.16762625,0.06172854564082564
2019-10-01 00:00:00+00:00,88.5,89.119,83.307,84.878,436.54898989,-0.024939976335167646
2019-10-02 00:00:00+00:00,83.8,85.288,82.6,85.0,222.90522302,0.0014373571479064928
2019-10-03 00:00:00+00:00,84.69,84.69,81.0,83.19,1129.18732323,-0.021294117647058797
2019-10-04 00:00:00+00:00,82.563,84.028,81.916,82.709,1229.26873951,-0.005781944945305817
2019-10-05 00:00:00+00:00,82.709,83.277,81.866,83.277,99.3879844,0.006867450942460884
2019-10-06 00:00:00+00:00,82.749,83.719,79.116,80.346,568.69333333,-0.035195792355632416
2019-10-07 00:00:00+00:00,80.808,85.4,80.269,84.5,235.35902242,0.05170139148184094
2019-10-08 00:00:00+00:00,84.275,85.585,82.481,83.826,1518.26391925,-0.007976331360946776
2019-10-09 00:00:00+00:00,83.9,95.5,83.677,90.575,448.30592045,0.08051201297926669
2019-10-10 00:00:00+00:00,91.423,92.261,87.009,88.546,442.49780163,-0.022401324868893124
2019-10-11 00:00:00+00:00,87.466,91.799,82.164,83.706,650.2593455,-0.054660854245251134
2019-10-12 00:00:00+00:00,83.709,86.985,83.709,86.985,450.91722228,0.03917281915274895
2019-10-13 00:00:00+00:00,86.958,89.3,85.747,85.786,132.51843141,-0.013783985744668548
2019-10-14 00:00:00+00:00,85.799,87.7,85.456,86.604,410.45626327,0.009535355419299174
2019-10-15 00:00:00+00:00,86.701,89.49,85.11,89.0,605.74459734,0.02766615860699284
2019-10-16 00:00:00+00:00,89.9,93.759,84.856,87.603,298.32620322,-0.01569662921348325
2019-10-17 00:00:00+00:00,87.82,89.95,87.214,89.81,219.73356842,0.02519320114607959
2019-10-18 00:00:00+00:00,89.54,91.585,86.0,90.193,535.16153969,0.004264558512415029
2019-10-19 00:00:00+00:00,90.218,91.36,89.472,89.837,446.89887168,-0.003947091237679112
2019-10-20 00:00:00+00:00,90.0,96.933,90.0,95.195,181.73613244,0.05964135044580732
2019-10-21 00:00:00+00:00,94.483,115.999,93.867,112.913,933.45778502,0.18612322075739285
2019-10-22 00:00:00+00:00,111.408,113.848,106.66,106.66,447.94224241,-0.05537892005349254
2019-10-23 00:00:00+00:00,106.565,106.565,92.104,96.944,1384.51252364,-0.09109319332458277
2019-10-24 00:00:00+00:00,97.458,113.943,94.529,108.982,1871.92789603,0.12417478131704907
2019-10-25 00:00:00+00:00,107.888,137.943,106.6,132.03,1409.59078122,0.21148446532454912
2019-10-26 00:00:00+00:00,133.999,155.757,127.161,139.392,3668.01296408,0.055760054533060543
2019-10-27 00:00:00+00:00,141.252,148.95,133.702,140.505,995.25000538,0.00798467630854005
2019-10-28 00:00:00+00:00,139.99,147.98,134.222,137.832,980.93972326,-0.019024234013024444
2019-10-29 00:00:00+00:00,137.831,142.999,137.063,141.0,440.793002,0.022984502873062862
2019-10-30 00:00:00+00:00,139.407,144.0,129.0,135.0,1251.10082695,-0.04255319148936165
2019-10-31 00:00:00+00:00,135.0,135.0,126.0,127.2,681.19977398,-0.057777777777777706
2019-11-01 00:00:00+00:00,128.912,129.743,126.0,128.0,734.15990282,0.0062893081761006275
2019-11-02 00:00:00+00:00,129.999,133.558,128.0,132.152,243.48313763,0.0324374999999999
2019-11-03 00:00:00+00:00,131.0,134.657,127.0,128.028,265.51875514,-0.031206489496942935
2019-11-04 00:00:00+00:00,128.564,133.0,124.001,131.607,608.86851216,0.027954822382603828
2019-11-05 00:00:00+00:00,130.101,143.357,130.101,138.704,578.07966203,0.053925703040111905
2019-11-06 00:00:00+00:00,136.852,139.901,136.355,139.499,237.68114911,0.0057316299457836895
2019-11-07 00:00:00+00:00,136.545,136.653,131.0,133.071,305.36603543,-0.04607918336332162
2019-11-08 00:00:00+00:00,132.36,133.112,121.002,125.477,783.47540107,-0.05706727987315041
2019-11-09 00:00:00+00:00,124.005,131.491,124.005,129.662,157.31630455,0.0333527259975932
2019-11-10 00:00:00+00:00,129.509,138.85,129.509,135.0,261.88680677,0.041168576761117404
2019-11-11 00:00:00+00:00,134.0,134.07,127.212,130.654,228.21412013,-0.03219259259259266
2019-11-12 00:00:00+00:00,131.4,133.459,128.071,130.935,312.35024288,0.0021507186921181365
2019-11-13 00:00:00+00:00,131.864,131.864,123.513,129.262,432.49139717,-0.012777332264100494
2019-11-14 00:00:00+00:00,129.701,129.701,123.842,125.703,355.89228739,-0.027533227089167722
2019-11-15 00:00:00+00:00,126.17,128.851,120.2,124.293,279.92518061,-0.011216916064055726
2019-11-16 00:00:00+00:00,123.702,125.295,122.5,123.052,205.12069996,-0.009984472174619619
2019-11-17 00:00:00+00:00,124.003,125.339,121.126,123.501,308.80556137,0.003648863894938792
2019-11-18 00:00:00+00:00,123.456,125.0,113.0,116.501,945.07457931,-0.05667970299835634
2019-11-19 00:00:00+00:00,116.5,116.873,108.0,110.283,489.39297797,-0.05337293242118091
2019-11-20 00:00:00+00:00,110.606,111.644,105.11,106.0,289.68738376,-0.03883644804729647
2019-11-21 00:00:00+00:00,106.0,107.59,96.34,100.887,982.30370804,-0.04823584905660372
2019-11-22 00:00:00+00:00,100.413,103.117,88.997,98.626,1370.47476324,-0.02241121254472822
2019-11-23 00:00:00+00:00,97.07,119.982,93.476,108.372,437.37620295,0.09881775596698628
2019-11-24 00:00:00+00:00,107.255,107.931,99.134,99.332,487.70599949,-0.08341638061491907
2019-11-25 00:00:00+00:00,98.11,111.294,93.605,104.458,1143.55200947,0.05160471952643664
2019-11-26 00:00:00+00:00,102.814,109.291,102.814,106.886,606.94303831,0.023243791763196686
2019-11-27 00:00:00+00:00,106.365,110.0,99.307,107.953,287.03780571,0.009982598282282096
2019-11-28 00:00:00+00:00,107.95,109.845,105.403,105.55,200.75787147,-0.022259687086046753
2019-11-29 00:00:00+00:00,107.0,113.151,105.174,108.07,1262.23115338,0.023874940786357213
2019-11-30 00:00:00+00:00,109.5,109.6,105.991,105.991,228.66061092,-0.019237531229758464
2019-12-01 00:00:00+00:00,105.525,106.832,100.72,104.279,216.44582818,-0.016152314819182778
2019-12-02 00:00:00+00:00,103.238,103.472,98.803,101.288,365.18489556,-0.02868266861017077
2019-12-03 00:00:00+00:00,101.292,101.656,95.298,96.055,272.21045855,-0.05166456046125889
2019-12-04 00:00:00+00:00,95.284,104.117,93.222,95.294,499.48489845,-0.007922544375618235
2019-12-05 00:00:00+00:00,94.8,97.858,93.584,95.305,231.2889292,0.00011543224127441576
2019-12-06 00:00:00+00:00,95.426,97.423,94.048,96.506,173.38338782,0.012601647342741717
2019-12-07 00:00:00+00:00,97.424,97.711,95.212,95.212,16.62750713,-0.013408492736202926
2019-12-08 00:00:00+00:00,95.374,95.374,95.374,95.374,0.1,0.0017014662017391657
2019-12-09 00:00:00+00:00,94.804,95.444,94.804,95.11,2.35792384,-0.0027680499926604485
2019-12-10 00:00:00+00:00,95.445,96.793,94.242,95.793,374.85751642,0.007181158658395637
2019-12-11 00:00:00+00:00,95.486,95.93,94.213,94.322,298.66750737,-0.01535602810226222
2019-12-12 00:00:00+00:00,94.591,95.984,91.443,92.54,328.70064988,-0.018892729161807398
2019-12-13 00:00:00+00:00,92.5,93.831,91.555,93.45,150.41439274,0.009833585476550555
2019-12-14 00:00:00+00:00,93.459,94.136,91.835,92.85,184.0172525,-0.006420545746388506
2019-12-15 00:00:00+00:00,91.783,93.242,91.761,92.815,178.09518357,-0.0003769520732364029
2019-12-16 00:00:00+00:00,92.83,92.918,88.0,88.9,246.70005969,-0.04218068200183156
2019-12-17 00:00:00+00:00,89.002,89.002,79.424,80.01,845.86288537,-0.09999999999999998
2019-12-18 00:00:00+00:00,80.296,86.699,77.0,86.699,798.66712026,0.08360204974378194
2019-12-19 00:00:00+00:00,87.082,87.082,82.017,84.44,486.68967354,-0.026055663848487343
2019-12-20 00:00:00+00:00,84.311,88.945,84.191,88.44,275.91285127,0.04737091425864515
2019-12-21 00:00:00+00:00,88.653,88.654,84.768,85.071,210.9441986,-0.0380936227951153
2019-12-22 00:00:00+00:00,84.75,88.358,84.324,88.358,310.84195273,0.03863831387899519
2019-12-23 00:00:00+00:00,88.358,89.511,85.084,86.23,495.36295262,-0.024083840738812534
2019-12-24 00:00:00+00:00,86.119,86.4,85.425,86.4,160.5174062,0.0019714716455989656
2019-12-25 00:00:00+00:00,86.816,87.415,85.141,85.707,130.03012977,-0.008020833333333477
2019-12-26 00:00:00+00:00,85.885,91.357,84.611,87.533,339.65593341,0.021305144270596488
2019-12-27 00:00:00+00:00,87.534,91.083,86.223,90.0,291.83689489,0.028183656449567662
2019-12-28 00:00:00+00:00,90.75,95.823,90.75,94.597,343.27425116,0.05107777777777778
2019-12-29 00:00:00+00:00,93.855,101.0,92.8,101.0,471.39733496,0.06768713595568587
