time,BTC Close,ETH Close,ADA Close,USDT Close,XRP Close,LTC Close,TRX Close,TUSD Close,DGB Close,BSV Close
2019-04-17 00:00:00+00:00,5225.201,166.726,0.083,1.01,0.335,79.327,0.027,0.999,0.013,54.835
2019-04-18 00:00:00+00:00,5284.646,174.14,0.081,1.008,0.337,82.21,0.027,1.0,0.014,59.327
2019-04-19 00:00:00+00:00,5285.282,173.916,0.079,1.004,0.332,82.61,0.027,0.999,0.013,59.164
2019-04-20 00:00:00+00:00,5323.6,173.41,0.075,1.006,0.328,81.045,0.026,1.0,0.014,58.249
2019-04-21 00:00:00+00:00,5300.847,170.019,0.075,1.008,0.322,77.499,0.025,1.0,0.013,56.181
2019-04-22 00:00:00+00:00,5383.568,171.51,0.078,1.005,0.324,76.976,0.025,0.999,0.014,58.164
2019-04-23 00:00:00+00:00,5537.071,170.893,0.074,1.005,0.321,74.26,0.025,0.999,0.013,55.947
2019-04-24 00:00:00+00:00,5443.23,165.619,0.072,1.006,0.3,73.162,0.024,1.0,0.012,53.333
2019-04-25 00:00:00+00:00,5138.357,152.136,0.068,0.982,0.287,70.558,0.022,1.008,0.01,51.402
2019-04-26 00:00:00+00:00,5161.489,153.124,0.068,0.972,0.294,71.285,0.023,1.022,0.011,52.361
2019-04-27 00:00:00+00:00,5172.017,155.425,0.069,0.976,0.292,70.434,0.023,1.004,0.01,53.315
2019-04-28 00:00:00+00:00,5152.476,153.543,0.067,0.971,0.291,67.456,0.022,1.0,0.01,53.2
2019-04-29 00:00:00+00:00,5151.347,152.488,0.063,0.982,0.287,66.604,0.022,1.0,0.01,51.666
2019-04-30 00:00:00+00:00,5269.79,160.221,0.07,0.991,0.306,73.395,0.024,1.001,0.01,52.905
2019-05-01 00:00:00+00:00,5326.098,158.468,0.068,0.988,0.299,72.253,0.023,1.002,0.011,52.788
2019-05-02 00:00:00+00:00,5393.231,159.293,0.068,0.979,0.297,72.42,0.022,1.001,0.011,52.422
2019-05-03 00:00:00+00:00,5669.999,164.8,0.069,0.983,0.303,77.905,0.023,1.002,0.011,53.715
2019-05-04 00:00:00+00:00,5770.242,162.032,0.06605,0.991,0.299,77.232,0.023,1.002,0.01019,52.191
2019-05-05 00:00:00+00:00,5720.744,161.457,0.066,0.991,0.298,75.075,0.023,1.00298,0.01079,53.653
2019-05-06 00:00:00+00:00,5685.612,171.5,0.06608,0.99099,0.3,74.285,0.02364,1.00001,0.01027,52.358
2019-05-07 00:00:00+00:00,5753.769,166.422,0.063,0.984,0.293,73.057,0.02339,1.00138,0.01025,52.129
2019-05-08 00:00:00+00:00,5940.0,169.596,0.0635,0.992,0.29702,73.823,0.02407,1.00199,0.00997,58.587
2019-05-09 00:00:00+00:00,6152.9,169.93,0.06128,0.995,0.294,73.927,0.02328,1.06699,0.01027,57.746
2019-05-10 00:00:00+00:00,6345.0,172.14,0.06292,0.99516,0.29787,76.648,0.02343,1.00292,0.0104,57.036
2019-05-11 00:00:00+00:00,7226.01,193.0,0.07567,1.001,0.32301,88.72,0.02519,1.00599,0.01152,60.366
2019-05-12 00:00:00+00:00,6972.99,188.402,0.06999,1.0,0.31,84.663,0.0238,1.00199,0.01027,58.022
2019-05-13 00:00:00+00:00,7814.376,196.593,0.07337,1.00001,0.325,87.564,0.02466,1.00898,0.01021,60.755
2019-05-14 00:00:00+00:00,7989.85,217.74,0.08477,0.99793,0.41,91.91,0.02746,1.0,0.01155,60.51
2019-05-15 00:00:00+00:00,8196.865,248.94,0.094,1.005,0.45999,102.75,0.03129,1.0,0.01512,72.93
2019-05-16 00:00:00+00:00,7889.0,265.053,0.08712,1.0,0.418,95.491,0.02844,1.0015,0.0132,65.4
2019-05-17 00:00:00+00:00,7361.252,244.982,0.08257,0.99827,0.389,89.984,0.02718,1.0005,0.01275,60.953
2019-05-18 00:00:00+00:00,7271.825,234.68,0.07939,1.0,0.373,86.725,0.02662,0.9985,0.01247,59.597
2019-05-19 00:00:00+00:00,8185.427,261.19,0.08714,1.0023,0.4195,94.941,0.0284,1.001,0.01299,67.617
2019-05-20 00:00:00+00:00,8007.935,252.366,0.08499,1.004,0.4,91.869,0.02794,1.002,0.0123,63.499
2019-05-21 00:00:00+00:00,7950.89,255.665,0.08429,1.003,0.399,92.0,0.0285,1.0005,0.01498,106.7
2019-05-22 00:00:00+00:00,7632.74,244.053,0.07711,1.00179,0.372,87.79,0.02649,1.002,0.0145,104.965
2019-05-23 00:00:00+00:00,7880.0,245.841,0.08,1.00056,0.381,88.903,0.02726,1.002,0.0142,102.0
2019-05-24 00:00:00+00:00,8004.421,249.188,0.081,1.003,0.384,100.723,0.02754,0.9985,0.01481,98.649
2019-05-25 00:00:00+00:00,8078.263,251.715,0.08023,1.006,0.387,102.98,0.02752,0.999,0.01598,93.127
2019-05-26 00:00:00+00:00,8748.999,267.485,0.08627,1.012,0.41,113.0,0.03126,1.0025,0.01508,105.903
2019-05-27 00:00:00+00:00,8784.279,271.861,0.09167,1.00231,0.433,116.859,0.03524,1.002,0.01665,116.937
2019-05-28 00:00:00+00:00,8733.001,271.604,0.093,1.0033,0.44921,114.4,0.03479,0.999,0.01597,122.352
2019-05-29 00:00:00+00:00,8667.84,268.834,0.09051,1.002,0.443,114.9,0.03382,0.999,0.01651,209.987
2019-05-30 00:00:00+00:00,8276.795,254.624,0.08499,1.00017,0.419,108.046,0.03125,1.002,0.01404,185.237
2019-05-31 00:00:00+00:00,8560.001,268.383,0.08879,1.00198,0.438,114.15,0.033,1.0,0.015,196.567
2019-06-01 00:00:00+00:00,8555.879,265.264,0.08992,1.0001,0.43,111.576,0.03775,0.999,0.01512,191.476
2019-06-02 00:00:00+00:00,8744.73,270.0,0.09648,1.002,0.44599,114.973,0.0383,0.999,0.01581,191.0
2019-06-03 00:00:00+00:00,8105.0,249.895,0.08818,0.998,0.4167,106.36,0.034,1.0005,0.01502,222.464
2019-06-04 00:00:00+00:00,7667.274,240.596,0.08197,0.99801,0.398,101.881,0.03552,1.01,0.01412,228.324
2019-06-05 00:00:00+00:00,7786.93,246.06,0.083,1.002,0.403,104.0,0.03395,1.002,0.014,216.864
2019-06-06 00:00:00+00:00,7801.46,248.943,0.08283,1.0029,0.42097,111.628,0.03255,1.003,0.01415,199.328
2019-06-07 00:00:00+00:00,8004.9,249.826,0.08527,1.00201,0.42125,117.346,0.03376,1.0,0.01447,204.578
2019-06-08 00:00:00+00:00,7941.113,244.176,0.0839,1.00449,0.41,118.634,0.0321,1.0005,0.0138,194.945
2019-06-09 00:00:00+00:00,7645.001,231.658,0.07883,1.00161,0.38699,115.15,0.0298,1.0005,0.01287,184.135
2019-06-10 00:00:00+00:00,8027.469,248.099,0.08598,1.00471,0.4015,129.58,0.03171,1.0,0.01305,192.34
2019-06-11 00:00:00+00:00,7920.0,245.175,0.08802,1.00351,0.394,136.198,0.0312,1.0,0.0125,185.492
2019-06-12 00:00:00+00:00,8174.0,262.924,0.0965,1.00475,0.402,136.0,0.03379,1.00098,0.01253,189.449
2019-06-13 00:00:00+00:00,8228.87,255.0,0.08982,1.002,0.39997,131.0,0.03277,1.00009,0.01246,214.474
2019-06-14 00:00:00+00:00,8699.0,264.45,0.09026,1.006,0.405,132.539,0.03203,1.0,0.0125,217.479
2019-06-15 00:00:00+00:00,8851.122,268.863,0.09176,1.00474,0.411,138.271,0.03269,1.00049,0.01275,209.708
2019-06-16 00:00:00+00:00,8986.779,269.201,0.09272,1.00338,0.428,136.95,0.03293,0.99999,0.01298,213.092
2019-06-17 00:00:00+00:00,9333.01,273.704,0.0936,1.00407,0.448,133.782,0.03395,1.0,0.01267,225.0
2019-06-18 00:00:00+00:00,9081.6,264.332,0.08894,1.00085,0.42603,135.171,0.033,0.9985,0.01311,222.5
2019-06-19 00:00:00+00:00,9280.0,268.734,0.09,1.00186,0.43455,136.899,0.0334,0.9999,0.01618,224.988
2019-06-20 00:00:00+00:00,9538.655,272.148,0.08739,1.0016,0.43001,135.162,0.03283,0.9999,0.01485,217.699
2019-06-21 00:00:00+00:00,10226.534,296.142,0.08961,1.00412,0.445,139.06,0.0333,1.0,0.014,222.401
2019-06-22 00:00:00+00:00,10646.535,308.568,0.09386,0.994,0.472,141.229,0.037,0.99802,0.0149,236.595
2019-06-23 00:00:00+00:00,10795.0,306.501,0.09594,0.99499,0.46501,136.463,0.03701,0.99899,0.01444,236.019
2019-06-24 00:00:00+00:00,11012.551,310.38,0.0971,0.99955,0.47292,135.6,0.03834,0.9995,0.01366,235.654
2019-06-25 00:00:00+00:00,11765.144,316.279,0.09599,0.99645,0.46598,135.77,0.03803,0.9995,0.01451,237.084
2019-06-26 00:00:00+00:00,12763.001,332.502,0.09599,0.98,0.457,130.267,0.03592,0.98898,0.013,217.5
2019-06-27 00:00:00+00:00,11127.812,293.312,0.08536,0.98005,0.40598,114.071,0.032,0.99988,0.01215,196.9
2019-06-28 00:00:00+00:00,12364.4,309.826,0.08849,0.994,0.42101,119.449,0.03372,0.99987,0.01281,207.203
2019-06-29 00:00:00+00:00,11875.6,316.417,0.08907,0.994,0.424,133.32,0.035,0.99988,0.01264,213.171
2019-06-30 00:00:00+00:00,10756.29,289.096,0.0818,0.99099,0.39141,121.689,0.03179,0.99988,0.0119,193.133
2019-07-01 00:00:00+00:00,10571.36,293.513,0.083,0.997,0.40771,122.746,0.03223,0.99988,0.013,197.375
2019-07-02 00:00:00+00:00,10841.149,290.13,0.08078,0.99979,0.39701,117.95,0.03195,0.99721,0.01195,192.576
2019-07-03 00:00:00+00:00,11974.56,302.723,0.082,1.00391,0.40507,122.0,0.03255,1.002,0.01231,203.348
2019-07-04 00:00:00+00:00,11134.981,283.105,0.0775,0.99802,0.38699,119.393,0.03107,1.00099,0.0118,195.495
2019-07-05 00:00:00+00:00,10987.352,287.391,0.076,1.00002,0.37999,118.865,0.03187,1.0,0.01155,196.705
2019-07-06 00:00:00+00:00,11240.759,287.195,0.07673,0.99901,0.38999,118.297,0.032,1.0,0.01233,197.53
2019-07-07 00:00:00+00:00,11479.626,307.173,0.07966,1.0052,0.39801,119.195,0.035,0.998,0.01349,200.4
2019-07-08 00:00:00+00:00,12287.629,313.0,0.08036,1.003,0.40202,123.421,0.034,1.0,0.013,202.107
2019-07-09 00:00:00+00:00,12577.849,307.91,0.07777,1.001,0.394,119.319,0.03445,0.99701,0.01345,206.191
2019-07-10 00:00:00+00:00,12090.991,287.978,0.07177,0.999,0.361,107.845,0.032,0.998,0.01254,191.434
2019-07-11 00:00:00+00:00,11338.904,269.062,0.06495,1.001,0.327,103.175,0.028,1.0,0.01202,162.395
2019-07-12 00:00:00+00:00,11810.0,276.847,0.06968,1.003,0.346,104.818,0.02969,1.0,0.01321,165.746
2019-07-13 00:00:00+00:00,11378.233,269.625,0.06623,1.0,0.332,100.917,0.02834,1.0,0.01275,154.213
2019-07-14 00:00:00+00:00,10194.999,226.185,0.05901,1.00064,0.304,89.831,0.02496,0.99801,0.01155,127.253
2019-07-15 00:00:00+00:00,10858.695,228.243,0.05904,1.00197,0.31499,90.593,0.02521,1.002,0.0119,129.0
2019-07-16 00:00:00+00:00,9411.608,198.907,0.05235,1.00001,0.295,79.809,0.02093,1.0,0.01044,112.55
2019-07-17 00:00:00+00:00,9682.238,210.835,0.0549,1.00123,0.31,90.15,0.02282,1.00099,0.01096,120.093
2019-07-18 00:00:00+00:00,10654.447,225.886,0.05905,1.00396,0.32101,101.1,0.02587,1.00189,0.0121,135.671
2019-07-19 00:00:00+00:00,10529.999,220.702,0.06,1.00114,0.32,98.263,0.02814,1.002,0.01198,146.0
2019-07-20 00:00:00+00:00,10754.832,228.754,0.0629,1.001,0.334,100.65,0.02901,1.0,0.01213,173.169
2019-07-21 00:00:00+00:00,10591.785,226.213,0.06085,0.9996,0.33,99.963,0.0292,1.0,0.01185,176.413
2019-07-22 00:00:00+00:00,10325.083,217.418,0.05949,0.999,0.32036,94.926,0.0264,1.0,0.0111,168.5
2019-07-23 00:00:00+00:00,9854.196,212.079,0.056,0.999,0.309,89.903,0.02444,1.0,0.01051,169.061
2019-07-24 00:00:00+00:00,9771.864,217.483,0.05892,1.0,0.31599,94.847,0.02391,1.001,0.01083,167.0
2019-07-25 00:00:00+00:00,9868.0,218.45,0.05883,0.99901,0.314,93.49,0.02306,1.001,0.01081,161.0
2019-07-26 00:00:00+00:00,9851.638,219.353,0.0622,1.00001,0.32297,94.453,0.0231,1.0,0.011,161.589
2019-07-27 00:00:00+00:00,9468.511,206.879,0.05962,0.999,0.31,88.746,0.0219,1.0,0.01055,150.541
2019-07-28 00:00:00+00:00,9525.626,212.0,0.05821,0.999,0.312,89.82,0.02225,1.001,0.01069,147.75
2019-07-29 00:00:00+00:00,9510.948,210.705,0.0598,0.9973,0.31,90.467,0.022,1.0019,0.01025,146.276
2019-07-30 00:00:00+00:00,9579.999,209.654,0.06,1.0009,0.319,90.384,0.02215,1.00199,0.01025,148.533
2019-07-31 00:00:00+00:00,10089.0,218.5,0.05988,1.00215,0.32,98.913,0.0223,1.0,0.01057,149.929
2019-08-01 00:00:00+00:00,10399.633,216.942,0.05873,1.00015,0.31673,99.45,0.02203,1.002,0.01041,146.856
2019-08-02 00:00:00+00:00,10527.446,217.161,0.05751,0.99901,0.31256,94.603,0.0218,1.0015,0.00998,148.578
2019-08-03 00:00:00+00:00,10801.099,221.886,0.05755,1.001,0.3163,94.008,0.02195,1.0,0.01008,151.021
2019-08-04 00:00:00+00:00,10979.906,222.814,0.05631,1.00299,0.32,93.44,0.02245,0.999,0.01006,150.0
2019-08-05 00:00:00+00:00,11797.981,233.312,0.0565,0.99994,0.32136,96.169,0.02297,1.001,0.01085,152.624
2019-08-06 00:00:00+00:00,11472.862,225.947,0.05316,0.999,0.311,93.04,0.02177,1.0005,0.00997,147.28
2019-08-07 00:00:00+00:00,11979.86,224.716,0.0518,1.0,0.311,90.594,0.02178,1.0005,0.01015,146.876
2019-08-08 00:00:00+00:00,11984.82,221.256,0.05227,0.999,0.308,90.35,0.022,1.00001,0.00991,144.0
2019-08-09 00:00:00+00:00,11857.777,209.148,0.04769,0.9975,0.29528,84.325,0.01981,1.0,0.00977,139.49
2019-08-10 00:00:00+00:00,11295.569,206.247,0.05236,0.99601,0.29885,85.507,0.02048,1.00199,0.00928,141.3
2019-08-11 00:00:00+00:00,11507.001,216.5,0.05507,0.9975,0.30276,89.998,0.02073,0.99799,0.00998,145.731
2019-08-12 00:00:00+00:00,11393.455,211.674,0.053,0.99749,0.30061,85.815,0.02076,1.00009,0.00976,142.497
2019-08-13 00:00:00+00:00,10865.948,208.56,0.05217,0.99599,0.29664,84.216,0.0204,1.00249,0.00959,143.774
2019-08-14 00:00:00+00:00,10020.998,185.716,0.04692,0.99797,0.26201,75.682,0.01768,0.99952,0.00896,132.782
2019-08-15 00:00:00+00:00,10302.091,187.691,0.04763,0.99899,0.264,76.791,0.01751,0.99802,0.00946,135.001
2019-08-16 00:00:00+00:00,10370.57,185.551,0.04665,1.00009,0.26174,74.806,0.01699,0.999,0.00936,135.593
2019-08-17 00:00:00+00:00,10218.9,185.516,0.04742,0.999,0.26597,72.857,0.01683,0.999,0.00881,133.0
2019-08-18 00:00:00+00:00,10315.979,194.391,0.05103,1.0,0.28301,76.417,0.0178,0.999,0.00918,136.553
2019-08-19 00:00:00+00:00,10924.745,202.721,0.05049,1.0,0.28228,77.34,0.018,1.0,0.0094,145.47
2019-08-20 00:00:00+00:00,10750.279,196.326,0.04932,0.99975,0.27443,74.977,0.01764,0.9985,0.0091,140.418
2019-08-21 00:00:00+00:00,10122.55,186.356,0.04684,0.99899,0.26597,73.01,0.01678,1.0,0.00872,133.623
2019-08-22 00:00:00+00:00,10116.777,191.093,0.04945,0.99975,0.271,73.381,0.0174,1.00099,0.0089,134.934
2019-08-23 00:00:00+00:00,10412.087,194.588,0.04997,0.99999,0.27631,75.703,0.01801,1.00122,0.00943,135.914
2019-08-24 00:00:00+00:00,10146.0,190.855,0.05019,1.0,0.27063,73.692,0.01777,1.00185,0.00918,132.778
2019-08-25 00:00:00+00:00,10150.33,186.243,0.04942,1.0,0.26694,72.379,0.01756,1.002,0.00895,133.0
2019-08-26 00:00:00+00:00,10367.578,188.755,0.04977,0.998,0.26964,73.601,0.01772,1.00799,0.0088,131.767
2019-08-27 00:00:00+00:00,10174.886,187.156,0.04954,0.999,0.26851,72.653,0.01752,1.003,0.00874,134.252
2019-08-28 00:00:00+00:00,9724.484,172.858,0.04583,0.99602,0.25616,66.869,0.016,1.0,0.00798,125.134
2019-08-29 00:00:00+00:00,9476.96,168.837,0.04453,0.999,0.25707,63.641,0.01547,1.00001,0.00805,127.438
2019-08-30 00:00:00+00:00,9585.427,168.574,0.04489,0.99976,0.25511,64.28,0.01562,1.00001,0.00835,130.343
2019-08-31 00:00:00+00:00,9600.54,171.774,0.0448,0.99975,0.25759,64.549,0.0155,,0.00811,129.393
2019-09-01 00:00:00+00:00,9767.628,170.786,0.04493,0.99974,0.25611,66.2,0.01556,1.00002,0.00848,129.876
2019-09-02 00:00:00+00:00,10382.85,178.521,0.04541,0.99998,0.26124,67.141,0.01598,1.0,0.00866,134.48
2019-09-03 00:00:00+00:00,10633.093,179.474,0.0464,1.0,0.26594,69.025,0.016,1.00399,0.00885,135.446
2019-09-04 00:00:00+00:00,10589.501,174.955,0.04544,1.00049,0.25882,67.11,0.01567,1.003,0.0087,132.049
2019-09-05 00:00:00+00:00,10586.138,174.789,0.04441,1.001,0.25683,65.409,0.01487,1.0,0.00801,130.0
2019-09-06 00:00:00+00:00,10315.0,169.457,0.04445,1.00004,0.25001,64.975,0.01415,0.997,0.00819,130.65
2019-09-07 00:00:00+00:00,10490.805,178.168,0.04554,1.00239,0.26154,69.27,0.01544,0.99862,0.00811,134.771
2019-09-08 00:00:00+00:00,10412.099,181.444,0.04661,1.00037,0.26231,70.45,0.01576,0.99851,0.00864,132.399
2019-09-09 00:00:00+00:00,10321.618,180.915,0.04706,1.00033,0.25912,70.303,0.0158,1.00001,0.00839,130.995
2019-09-10 00:00:00+00:00,10108.907,179.899,0.04636,1.00055,0.25886,70.351,0.01557,1.0,0.00817,127.388
2019-09-11 00:00:00+00:00,10157.359,177.541,0.04484,0.99998,0.25561,69.874,0.01489,0.99997,0.00801,119.549
2019-09-12 00:00:00+00:00,10431.9,180.606,0.04533,1.0001,0.25455,68.999,0.0149,0.99999,0.00808,118.75
2019-09-13 00:00:00+00:00,10367.025,181.717,0.04546,1.0008,0.25526,68.97,0.0155,0.999,0.00812,116.998
2019-09-14 00:00:00+00:00,10362.059,188.346,0.04651,1.00172,0.26231,70.839,0.0158,0.99902,0.00807,119.735
2019-09-15 00:00:00+00:00,10305.623,189.611,0.0467,1.00085,0.2595,70.354,0.01548,,0.00809,120.059
2019-09-16 00:00:00+00:00,10260.0,197.093,0.04697,1.0,0.26029,72.213,0.01568,1.001,0.0079,123.18
2019-09-17 00:00:00+00:00,10194.8,207.881,0.04883,1.00053,0.2845,74.191,0.01677,1.0,0.00818,124.894
2019-09-18 00:00:00+00:00,10161.115,210.013,0.05382,1.00041,0.3126,77.86,0.018,1.0,0.00831,125.681
2019-09-19 00:00:00+00:00,10279.435,221.132,0.05276,1.0,0.30206,77.276,0.01765,0.99952,0.00844,122.285
2019-09-20 00:00:00+00:00,10170.71,218.026,0.05233,0.9994,0.29346,75.162,0.01715,0.99951,0.00824,122.0
2019-09-21 00:00:00+00:00,9986.974,215.708,0.05181,0.99944,0.28998,73.24,0.01814,0.99951,0.0081,121.53
2019-09-22 00:00:00+00:00,10035.125,211.727,0.04903,0.99996,0.27792,72.361,0.01696,1.002,0.00782,118.937
2019-09-23 00:00:00+00:00,9692.578,200.88,0.046,0.9996,0.26639,66.42,0.01597,1.00001,0.00755,112.0
2019-09-24 00:00:00+00:00,8542.477,166.467,0.0375,1.00389,0.234,55.0,0.01263,0.99901,0.00687,86.367
2019-09-25 00:00:00+00:00,8438.561,170.572,0.03924,1.00072,0.24594,57.144,0.01323,0.99901,0.0068,85.439
2019-09-26 00:00:00+00:00,8056.929,165.826,0.03784,1.0,0.245,55.073,0.01285,1.0035,0.0076,83.708
2019-09-27 00:00:00+00:00,8195.161,174.007,0.0393,1.00214,0.2424,55.911,0.01361,0.999,0.00792,84.578
2019-09-28 00:00:00+00:00,8220.0,173.655,0.03833,1.00128,0.24179,55.408,0.01357,0.99998,0.00769,84.207
2019-09-29 00:00:00+00:00,8057.138,169.42,0.03729,0.99978,0.242,54.02,0.01356,0.999,0.00761,81.988
2019-09-30 00:00:00+00:00,8304.738,181.223,0.03869,1.0015,0.25603,56.05,0.01443,0.99999,0.00776,87.049
2019-10-01 00:00:00+00:00,8321.746,176.451,0.0385,1.0031,0.25007,55.91,0.01398,0.9995,0.00756,84.878
2019-10-02 00:00:00+00:00,8382.53,180.981,0.03948,1.00298,0.25478,56.549,0.01443,0.9995,0.00757,85.0
2019-10-03 00:00:00+00:00,8238.962,175.825,0.03846,1.00121,0.24768,56.681,0.01434,0.99999,0.00759,83.19
2019-10-04 00:00:00+00:00,8157.001,176.4,0.03937,1.0009,0.25332,56.567,0.01462,0.99999,0.00748,82.709
2019-10-05 00:00:00+00:00,8146.87,176.44,0.03949,1.0,0.253,56.791,0.01504,1.003,0.00747,83.277
2019-10-06 00:00:00+00:00,7856.158,170.272,0.03877,1.0,0.25259,54.43,0.01452,0.99998,0.00724,80.346
2019-10-07 00:00:00+00:00,8215.294,180.115,0.0415,1.001,0.27656,57.708,0.01615,0.99998,0.00769,84.5
2019-10-08 00:00:00+00:00,8185.449,180.907,0.0412,0.99989,0.27713,57.056,0.01694,1.00053,0.00793,83.826
2019-10-09 00:00:00+00:00,8591.375,193.433,0.04268,1.00101,0.2827,59.414,0.01692,1.001,0.00841,90.575
2019-10-10 00:00:00+00:00,8593.528,191.392,0.04151,1.001,0.27101,57.4,0.01627,1.00001,0.0085,88.546
2019-10-11 00:00:00+00:00,8272.412,180.754,0.04,1.001,0.26644,55.75,0.01574,1.00001,0.00874,83.706
2019-10-12 00:00:00+00:00,8309.001,179.947,0.04029,1.00255,0.273,55.823,0.01572,0.99998,0.00868,86.985
2019-10-13 00:00:00+00:00,8288.271,181.437,0.04126,1.00244,0.27769,56.424,0.01601,0.99998,0.00884,85.786
2019-10-14 00:00:00+00:00,8350.048,186.697,0.04157,1.00002,0.2985,56.708,0.01675,0.99999,0.00864,86.604
2019-10-15 00:00:00+00:00,8164.449,180.774,0.03963,1.00189,0.28806,54.64,0.01568,1.00199,0.00811,89.0
2019-10-16 00:00:00+00:00,8008.0,174.605,0.0382,1.00055,0.28396,52.473,0.01505,0.99998,0.00777,87.603
2019-10-17 00:00:00+00:00,8077.215,177.205,0.03924,1.00101,0.30194,54.827,0.01539,0.99998,0.00808,89.81
2019-10-18 00:00:00+00:00,7957.964,173.085,0.0382,1.00198,0.29404,53.186,0.01529,1.0025,0.00776,90.193
2019-10-19 00:00:00+00:00,7958.615,171.775,0.03903,1.00205,0.29037,53.705,0.01543,0.999,0.00773,89.837
2019-10-20 00:00:00+00:00,8230.858,174.895,0.03939,1.00257,0.29337,54.83,0.01553,0.9971,0.00754,95.195
2019-10-21 00:00:00+00:00,8214.481,174.399,0.03928,1.002,0.29329,54.769,0.01555,1.0025,0.00752,112.913
2019-10-22 00:00:00+00:00,8027.635,171.497,0.0386,0.99999,0.29183,53.444,0.0151,1.00198,0.0071,106.66
2019-10-23 00:00:00+00:00,7479.96,162.469,0.03626,1.002,0.273,49.519,0.01415,1.00195,0.00699,96.944
2019-10-24 00:00:00+00:00,7433.838,160.716,0.03766,1.00255,0.27782,49.78,0.0152,1.00195,0.00672,108.982
2019-10-25 00:00:00+00:00,8675.219,181.477,0.04113,1.00002,0.29797,56.631,0.01772,1.005,0.00777,132.03
2019-10-26 00:00:00+00:00,9271.52,180.116,0.04077,1.00349,0.294,56.927,0.01658,1.005,0.00778,139.392
2019-10-27 00:00:00+00:00,9552.996,184.853,0.04237,1.0022,0.29902,59.928,0.01912,0.99853,0.00763,140.505
2019-10-28 00:00:00+00:00,9221.232,182.228,0.04239,1.00129,0.29545,57.822,0.02005,1.00149,0.00747,137.832
2019-10-29 00:00:00+00:00,9431.596,190.961,0.04329,1.00187,0.30318,59.927,0.0221,1.0015,0.00737,141.0
2019-10-30 00:00:00+00:00,9170.0,183.07,0.04182,1.001,0.295,57.857,0.01997,0.99782,0.00707,135.0
