time,XRP open,XRP high,XRP low,XRP close,XRP volume,XRP daily_return
2019-04-19 00:00:00+00:00,0.337,0.337,0.328,0.332,809043.28364231,-0.014836795252225476
2019-04-20 00:00:00+00:00,0.332,0.334,0.323,0.328,548902.01166529,-0.012048192771084376
2019-04-21 00:00:00+00:00,0.329,0.329,0.317,0.322,496880.87378599,-0.018292682926829285
2019-04-22 00:00:00+00:00,0.323,0.333,0.319,0.324,553716.16286783,0.006211180124223503
2019-04-23 00:00:00+00:00,0.323,0.329,0.321,0.321,1136152.74055666,-0.0092592592592593
2019-04-24 00:00:00+00:00,0.32,0.322,0.292,0.3,3934061.49937736,-0.06542056074766356
2019-04-25 00:00:00+00:00,0.301,0.307,0.28,0.287,3396458.0294826,-0.043333333333333335
2019-04-26 00:00:00+00:00,0.286,0.296,0.283,0.294,1949247.39894666,0.024390243902439046
2019-04-27 00:00:00+00:00,0.294,0.297,0.29,0.292,658419.02506786,-0.006802721088435382
2019-04-28 00:00:00+00:00,0.292,0.295,0.288,0.291,416375.11694154,-0.003424657534246589
2019-04-29 00:00:00+00:00,0.291,0.293,0.284,0.287,498041.00231329,-0.013745704467354014
2019-04-30 00:00:00+00:00,0.289,0.308,0.287,0.306,1255707.19700918,0.06620209059233462
2019-05-01 00:00:00+00:00,0.307,0.308,0.297,0.299,688316.96301625,-0.022875816993464082
2019-05-02 00:00:00+00:00,0.3,0.301,0.295,0.297,687226.35331618,-0.006688963210702337
2019-05-03 00:00:00+00:00,0.296,0.307,0.296,0.303,1685133.5665732,0.02020202020202011
2019-05-04 00:00:00+00:00,0.3039,0.312,0.2948,0.299,1095292.76888825,-0.01320132013201325
2019-05-05 00:00:00+00:00,0.3,0.301,0.296,0.298,764740.79038161,-0.0033444816053511683
2019-05-06 00:00:00+00:00,0.29701,0.30301,0.292,0.3,935804.94939688,0.006711409395973256
2019-05-07 00:00:00+00:00,0.3,0.30378,0.293,0.293,595300.91349858,-0.023333333333333317
2019-05-08 00:00:00+00:00,0.29285,0.299,0.29101,0.29702,626934.18571325,0.013720136518771353
2019-05-09 00:00:00+00:00,0.297,0.29963,0.29,0.294,560773.74577041,-0.010167665477072374
2019-05-10 00:00:00+00:00,0.29301,0.3,0.29,0.29787,573580.36254571,0.013163265306122662
2019-05-11 00:00:00+00:00,0.29795,0.341,0.2979,0.32301,2829900.29213779,0.08439923456541432
2019-05-12 00:00:00+00:00,0.3216,0.332,0.305,0.31,2306515.05377106,-0.04027739079285475
2019-05-13 00:00:00+00:00,0.30908,0.33223,0.30721,0.325,2652519.1333088,0.048387096774193505
2019-05-14 00:00:00+00:00,0.32566,0.422,0.323,0.41,10139081.4521743,0.2615384615384615
2019-05-15 00:00:00+00:00,0.41,0.46999,0.40807,0.45999,6005749.28828734,0.12192682926829268
2019-05-16 00:00:00+00:00,0.45803,0.47978,0.39348,0.418,5975159.52431848,-0.09128459314332926
2019-05-17 00:00:00+00:00,0.419,0.42399,0.35801,0.389,6225197.49540991,-0.06937799043062198
2019-05-18 00:00:00+00:00,0.389,0.39401,0.365,0.373,1401556.60800899,-0.04113110539845766
2019-05-19 00:00:00+00:00,0.372,0.429,0.37101,0.4195,2841844.98692041,0.12466487935656834
2019-05-20 00:00:00+00:00,0.418,0.418,0.38,0.4,2065703.82218011,-0.04648390941597136
2019-05-21 00:00:00+00:00,0.4,0.408,0.38841,0.399,1078748.03989127,-0.0024999999999999467
2019-05-22 00:00:00+00:00,0.39899,0.41202,0.36678,0.372,4980858.74913723,-0.06766917293233088
2019-05-23 00:00:00+00:00,0.37,0.38499,0.362,0.381,1055266.49620311,0.024193548387096753
2019-05-24 00:00:00+00:00,0.382,0.39599,0.373,0.384,938572.4833527,0.007874015748031482
2019-05-25 00:00:00+00:00,0.38598,0.39696,0.38205,0.387,951012.21809728,0.0078125
2019-05-26 00:00:00+00:00,0.387,0.415,0.375,0.41,4504599.41699485,0.05943152454780343
2019-05-27 00:00:00+00:00,0.41,0.44682,0.406,0.433,2751319.1183078,0.056097560975609806
2019-05-28 00:00:00+00:00,0.43301,0.46,0.41999,0.44921,3481692.77751672,0.03743648960739021
2019-05-29 00:00:00+00:00,0.44699,0.457,0.42046,0.443,2122571.71656756,-0.013824269272723178
2019-05-30 00:00:00+00:00,0.44301,0.474,0.401,0.419,4131568.74495463,-0.05417607223476306
2019-05-31 00:00:00+00:00,0.4182,0.44095,0.408,0.438,1437034.75860793,0.04534606205250591
2019-06-01 00:00:00+00:00,0.439,0.441,0.42,0.43,1015322.81380078,-0.0182648401826484
2019-06-02 00:00:00+00:00,0.429,0.44699,0.429,0.44599,1213603.57581553,0.037186046511627824
2019-06-03 00:00:00+00:00,0.445,0.46368,0.41607,0.4167,2575828.14951348,-0.06567411825377245
2019-06-04 00:00:00+00:00,0.41799,0.418,0.384,0.398,4144711.06001862,-0.04487640988720898
2019-06-05 00:00:00+00:00,0.399,0.406,0.388,0.403,1918918.89895371,0.012562814070351758
2019-06-06 00:00:00+00:00,0.4,0.428,0.392,0.42097,2261818.99512738,0.04459057071960304
2019-06-07 00:00:00+00:00,0.42099,0.43199,0.416,0.42125,1474386.42615981,0.0006651305318667866
2019-06-08 00:00:00+00:00,0.42,0.422,0.404,0.41,2233446.14233299,-0.02670623145400597
2019-06-09 00:00:00+00:00,0.41083,0.41162,0.3737,0.38699,1698648.04797186,-0.056121951219512134
2019-06-10 00:00:00+00:00,0.385,0.40578,0.38101,0.4015,874429.81695805,0.03749450890203887
2019-06-11 00:00:00+00:00,0.403,0.403,0.38399,0.394,1998354.74797746,-0.018679950186799466
2019-06-12 00:00:00+00:00,0.394,0.404,0.38601,0.402,1437666.65966872,0.020304568527918843
2019-06-13 00:00:00+00:00,0.40199,0.41,0.397,0.39997,727137.61222133,-0.005049751243781153
2019-06-14 00:00:00+00:00,0.4,0.40535,0.392,0.405,1106058.43139236,0.012575943195739736
2019-06-15 00:00:00+00:00,0.40499,0.4149,0.403,0.411,837815.42254888,0.014814814814814614
2019-06-16 00:00:00+00:00,0.41259,0.442,0.409,0.428,2150038.23723124,0.041362530413625365
2019-06-17 00:00:00+00:00,0.428,0.46199,0.427,0.448,2529500.1641848,0.04672897196261694
2019-06-18 00:00:00+00:00,0.44702,0.45698,0.419,0.42603,1996087.10116497,-0.049040178571428505
2019-06-19 00:00:00+00:00,0.428,0.439,0.425,0.43455,1843263.2700314,0.019998591648475283
2019-06-20 00:00:00+00:00,0.435,0.437,0.42,0.43001,1266863.96526345,-0.010447589460361284
2019-06-21 00:00:00+00:00,0.43001,0.45,0.43001,0.445,1786280.45048104,0.034859654426641296
2019-06-22 00:00:00+00:00,0.445,0.507,0.44201,0.472,5182051.90286937,0.06067415730337067
2019-06-23 00:00:00+00:00,0.475,0.48898,0.461,0.46501,1517949.79416624,-0.014809322033898287
2019-06-24 00:00:00+00:00,0.465,0.474,0.44565,0.47292,1427685.56472144,0.017010386873400618
2019-06-25 00:00:00+00:00,0.474,0.475,0.45403,0.46598,1323511.56997732,-0.014674786433223397
2019-06-26 00:00:00+00:00,0.467,0.492,0.43309,0.457,4881708.72313738,-0.01927121335679638
2019-06-27 00:00:00+00:00,0.45699,0.4649,0.38,0.40598,4197557.14169693,-0.11164113785557983
2019-06-28 00:00:00+00:00,0.403,0.42252,0.397,0.42101,1747393.86624349,0.037021528154096206
2019-06-29 00:00:00+00:00,0.422,0.427,0.401,0.424,1247247.17703815,0.007101969074368775
2019-06-30 00:00:00+00:00,0.425,0.426,0.39141,0.39141,1649141.50971233,-0.0768632075471698
2019-07-01 00:00:00+00:00,0.39141,0.418,0.387,0.40771,992755.09819836,0.04164431159142601
2019-07-02 00:00:00+00:00,0.40589,0.407,0.381,0.39701,566822.34287709,-0.026244144122047675
2019-07-03 00:00:00+00:00,0.4,0.40799,0.396,0.40507,962159.67813996,0.020301755623284068
2019-07-04 00:00:00+00:00,0.40507,0.40594,0.38599,0.38699,774455.20748579,-0.04463426074505639
2019-07-05 00:00:00+00:00,0.386,0.3877,0.374,0.37999,1052168.22873757,-0.01808832269567695
2019-07-06 00:00:00+00:00,0.38,0.41,0.38,0.38999,1105130.9891974,0.02631648201268466
2019-07-07 00:00:00+00:00,0.39,0.4,0.38763,0.39801,379611.59989752,0.020564629862304118
2019-07-08 00:00:00+00:00,0.39963,0.40495,0.393,0.40202,669782.05086927,0.010075123740609593
2019-07-09 00:00:00+00:00,0.40201,0.40703,0.39004,0.394,912758.8285751,-0.0199492562559076
2019-07-10 00:00:00+00:00,0.3935,0.39699,0.352,0.361,2577646.21011397,-0.08375634517766506
2019-07-11 00:00:00+00:00,0.361,0.362,0.319,0.327,2361796.84649758,-0.09418282548476442
2019-07-12 00:00:00+00:00,0.327,0.35,0.32,0.346,793116.91665574,0.058103975535167995
2019-07-13 00:00:00+00:00,0.34499,0.34499,0.324,0.332,471730.87546869,-0.040462427745664664
2019-07-14 00:00:00+00:00,0.333,0.334,0.3,0.304,1155414.55583148,-0.08433734939759041
2019-07-15 00:00:00+00:00,0.305,0.32397,0.29,0.31499,2161425.72761432,0.036151315789473726
2019-07-16 00:00:00+00:00,0.313,0.31997,0.284,0.295,2747223.46543415,-0.06346233213752817
2019-07-17 00:00:00+00:00,0.297,0.324,0.29317,0.31,2020332.75935854,0.05084745762711873
2019-07-18 00:00:00+00:00,0.312,0.32604,0.304,0.32101,1087428.49788478,0.03551612903225809
2019-07-19 00:00:00+00:00,0.32101,0.32291,0.31,0.32,971579.23457379,-0.0031463194293013252
2019-07-20 00:00:00+00:00,0.321,0.342,0.32,0.334,1737692.50563877,0.043749999999999956
2019-07-21 00:00:00+00:00,0.333,0.335,0.32199,0.33,389218.56253699,-0.0119760479041916
2019-07-22 00:00:00+00:00,0.33199,0.33298,0.316,0.32036,694945.08266091,-0.029212121212121356
2019-07-23 00:00:00+00:00,0.32039,0.32085,0.307,0.309,641334.60646785,-0.03546010737919836
2019-07-24 00:00:00+00:00,0.307,0.3182,0.303,0.31599,500487.37612771,0.022621359223300885
2019-07-25 00:00:00+00:00,0.316,0.3235,0.31202,0.314,384693.55592951,-0.006297667647710337
2019-07-26 00:00:00+00:00,0.31316,0.32586,0.30802,0.32297,554791.28154673,0.02856687898089172
2019-07-27 00:00:00+00:00,0.32224,0.329,0.30361,0.31,877787.71546005,-0.040158528655912296
2019-07-28 00:00:00+00:00,0.309,0.31429,0.29904,0.312,418413.19703641,0.006451612903225712
2019-07-29 00:00:00+00:00,0.31199,0.314,0.30592,0.31,412408.15989646,-0.0064102564102563875
2019-07-30 00:00:00+00:00,0.30927,0.3226,0.30639,0.319,510644.43618964,0.029032258064516148
2019-07-31 00:00:00+00:00,0.319,0.32365,0.316,0.32,370537.57001324,0.0031347962382444194
2019-08-01 00:00:00+00:00,0.32,0.32,0.31202,0.31673,283378.36668608,-0.010218749999999943
2019-08-02 00:00:00+00:00,0.315,0.31811,0.30928,0.31256,353726.5253698,-0.013165787895052627
2019-08-03 00:00:00+00:00,0.31213,0.31777,0.31112,0.3163,212484.72095909,0.011965702585103655
2019-08-04 00:00:00+00:00,0.3164,0.32307,0.31293,0.32,193564.55244326,0.011697755295605461
2019-08-05 00:00:00+00:00,0.32,0.331,0.31966,0.32136,668920.01440805,0.004249999999999865
2019-08-06 00:00:00+00:00,0.322,0.32483,0.30755,0.311,788879.15113063,-0.032237988548668106
2019-08-07 00:00:00+00:00,0.311,0.31599,0.307,0.311,505125.47819364,0.0
2019-08-08 00:00:00+00:00,0.311,0.3114,0.304,0.308,469628.83417678,-0.009646302250803873
2019-08-09 00:00:00+00:00,0.308,0.30808,0.29,0.29528,626822.00019658,-0.04129870129870128
2019-08-10 00:00:00+00:00,0.296,0.3058,0.29011,0.29885,304230.96548062,0.012090219452722817
2019-08-11 00:00:00+00:00,0.299,0.306,0.295,0.30276,294327.03616618,0.013083486699012825
2019-08-12 00:00:00+00:00,0.3023,0.30306,0.29814,0.30061,236764.11557143,-0.007101334390276048
2019-08-13 00:00:00+00:00,0.30084,0.30098,0.29199,0.29664,316193.42709076,-0.013206480157013978
2019-08-14 00:00:00+00:00,0.29664,0.29709,0.2542,0.26201,1470154.60484263,-0.11674083063646168
2019-08-15 00:00:00+00:00,0.263,0.26796,0.25005,0.264,722063.67016058,0.007595129956871949
2019-08-16 00:00:00+00:00,0.26398,0.26574,0.255,0.26174,550582.25961027,-0.008560606060606157
2019-08-17 00:00:00+00:00,0.26174,0.26851,0.25969,0.26597,402677.31832217,0.01616107587682447
2019-08-18 00:00:00+00:00,0.2648,0.2915,0.26366,0.28301,951974.3736463,0.0640673760198518
2019-08-19 00:00:00+00:00,0.28285,0.29032,0.27662,0.28228,1253943.94577876,-0.0025794141549768668
2019-08-20 00:00:00+00:00,0.28218,0.28218,0.2712,0.27443,352587.25888827,-0.027809267394076742
2019-08-21 00:00:00+00:00,0.27363,0.27425,0.25808,0.26597,1157639.72270951,-0.030827533432933762
2019-08-22 00:00:00+00:00,0.26625,0.27369,0.26146,0.271,362976.23012133,0.01891190735797288
2019-08-23 00:00:00+00:00,0.27029,0.27862,0.26786,0.27631,214381.86095124,0.01959409594095929
2019-08-24 00:00:00+00:00,0.27691,0.27715,0.264,0.27063,406078.14450185,-0.02055662118634871
2019-08-25 00:00:00+00:00,0.27232,0.27637,0.26648,0.26694,130821.3547193,-0.01363485201197201
2019-08-26 00:00:00+00:00,0.27164,0.28,0.267,0.26964,453433.23799024,0.01011463250168565
2019-08-27 00:00:00+00:00,0.26964,0.26999,0.265,0.26851,253793.24834087,-0.004190772882361582
2019-08-28 00:00:00+00:00,0.26832,0.26832,0.24698,0.25616,937453.87412362,-0.045994562586123555
2019-08-29 00:00:00+00:00,0.255,0.26238,0.24741,0.25707,823444.67804807,0.0035524672079951802
2019-08-30 00:00:00+00:00,0.255,0.25683,0.253,0.25511,400037.86778053,-0.007624382463920387
2019-08-31 00:00:00+00:00,0.25518,0.26,0.25323,0.25759,699134.19297188,0.009721296695543113
2019-09-01 00:00:00+00:00,0.2583,0.2583,0.2515,0.25611,1196622.36782456,-0.005745564657013036
2019-09-02 00:00:00+00:00,0.25599,0.26469,0.25411,0.26124,354217.0656196,0.020030455663582192
2019-09-03 00:00:00+00:00,0.26125,0.267,0.25872,0.26594,1949778.10725825,0.0179911192772928
2019-09-04 00:00:00+00:00,0.26226,0.26305,0.2561,0.25882,441516.09600752,-0.02677295630593368
2019-09-05 00:00:00+00:00,0.25853,0.25956,0.254,0.25683,325067.25454774,-0.00768874121010743
2019-09-06 00:00:00+00:00,0.25685,0.25929,0.2475,0.25001,1425318.87807898,-0.02655453023400689
2019-09-07 00:00:00+00:00,0.25072,0.263,0.2505,0.26154,413798.61542486,0.04611815527378904
2019-09-08 00:00:00+00:00,0.26117,0.266,0.2566,0.26231,269198.63599682,0.0029441003288215306
2019-09-09 00:00:00+00:00,0.26239,0.2649,0.25662,0.25912,265626.37489927,-0.012161183332697889
2019-09-10 00:00:00+00:00,0.25912,0.26322,0.25338,0.25886,322279.4002696,-0.0010033961099106259
2019-09-11 00:00:00+00:00,0.259,0.26006,0.25163,0.25561,320229.51293845,-0.012555049061268586
2019-09-12 00:00:00+00:00,0.25556,0.2565,0.251,0.25455,508435.43223566,-0.004146942607879178
2019-09-13 00:00:00+00:00,0.25455,0.25609,0.25285,0.25526,495947.86978517,0.002789235906501597
2019-09-14 00:00:00+00:00,0.25555,0.266,0.25428,0.26231,390354.40929053,0.027618898378124257
2019-09-15 00:00:00+00:00,0.26232,0.26443,0.25899,0.2595,162554.42364219,-0.010712515725668004
2019-09-16 00:00:00+00:00,0.26138,0.264,0.25701,0.26029,701736.09377091,0.003044315992292823
2019-09-17 00:00:00+00:00,0.26158,0.29895,0.2606,0.2845,2994969.54365838,0.09301164086211511
2019-09-18 00:00:00+00:00,0.28597,0.32601,0.28597,0.3126,3061799.6654752,0.09876977152899835
2019-09-19 00:00:00+00:00,0.31365,0.31367,0.28304,0.30206,2005477.28249912,-0.03371721049264231
2019-09-20 00:00:00+00:00,0.30101,0.30101,0.28401,0.29346,836273.47032253,-0.02847116466927102
2019-09-21 00:00:00+00:00,0.293,0.29698,0.28699,0.28998,326333.19667855,-0.011858515640973177
2019-09-22 00:00:00+00:00,0.28937,0.28937,0.269,0.27792,860153.99837199,-0.04158907510862819
2019-09-23 00:00:00+00:00,0.27605,0.2862,0.26639,0.26639,854834.83628977,-0.041486758779504807
2019-09-24 00:00:00+00:00,0.26678,0.27219,0.216,0.234,3000625.87855734,-0.1215886482225309
2019-09-25 00:00:00+00:00,0.234,0.24974,0.23293,0.24594,729795.47500001,0.05102564102564089
2019-09-26 00:00:00+00:00,0.24479,0.24975,0.22901,0.245,1057061.58086259,-0.003822070423680546
2019-09-27 00:00:00+00:00,0.24282,0.24798,0.234,0.2424,550783.66391283,-0.0106122448979592
2019-09-28 00:00:00+00:00,0.243,0.24798,0.23869,0.24179,345788.79556405,-0.0025165016501650372
2019-09-29 00:00:00+00:00,0.24225,0.24225,0.23508,0.242,299052.50766443,0.0008685222713924468
2019-09-30 00:00:00+00:00,0.23915,0.261,0.23575,0.25603,1660000.6244813,0.057975206611570185
2019-10-01 00:00:00+00:00,0.25679,0.262,0.24578,0.25007,742896.54616356,-0.02327852204819736
2019-10-02 00:00:00+00:00,0.24986,0.255,0.2445,0.25478,593834.57415072,0.0188347262766424
2019-10-03 00:00:00+00:00,0.25442,0.25446,0.242,0.24768,414483.62747994,-0.02786717952743545
2019-10-04 00:00:00+00:00,0.24747,0.25689,0.24589,0.25332,368674.67034131,0.022771317829457294
2019-10-05 00:00:00+00:00,0.2522,0.25655,0.24787,0.253,412579.26887299,-0.001263224380230521
2019-10-06 00:00:00+00:00,0.253,0.25698,0.25121,0.25259,318204.89983235,-0.0016205533596839183
2019-10-07 00:00:00+00:00,0.25523,0.281,0.25492,0.27656,1383077.97896849,0.09489686844293121
2019-10-08 00:00:00+00:00,0.27511,0.286,0.27032,0.27713,776407.0839604,0.0020610355799826063
2019-10-09 00:00:00+00:00,0.27701,0.288,0.2739,0.2827,819638.23203212,0.020098870566160443
2019-10-10 00:00:00+00:00,0.2827,0.2827,0.26519,0.27101,486554.39095155,-0.04135125574814302
2019-10-11 00:00:00+00:00,0.27125,0.27662,0.26551,0.26644,517530.99792138,-0.01686284638943203
2019-10-12 00:00:00+00:00,0.26928,0.278,0.26928,0.273,246033.92188305,0.02462092778862046
2019-10-13 00:00:00+00:00,0.27301,0.28196,0.27145,0.27769,238608.68693599,0.01717948717948703
2019-10-14 00:00:00+00:00,0.27734,0.2985,0.2764,0.2985,1377874.5643839,0.07493968093917669
2019-10-15 00:00:00+00:00,0.29898,0.29901,0.2837,0.28806,900709.52413002,-0.03497487437185931
2019-10-16 00:00:00+00:00,0.28816,0.292,0.27849,0.28396,706912.18951125,-0.014233145872387665
2019-10-17 00:00:00+00:00,0.28347,0.30313,0.28001,0.30194,1261914.62448707,0.06331877729257651
2019-10-18 00:00:00+00:00,0.30118,0.30214,0.28413,0.29404,793920.74287876,-0.026164138570576867
2019-10-19 00:00:00+00:00,0.29356,0.29899,0.288,0.29037,343324.81868099,-0.012481295061896325
2019-10-20 00:00:00+00:00,0.292,0.297,0.282,0.29337,622945.02783026,0.010331645831180847
2019-10-21 00:00:00+00:00,0.29289,0.2945,0.28901,0.29329,209589.68854791,-0.0002726931860791426
2019-10-22 00:00:00+00:00,0.29256,0.302,0.289,0.29183,723913.42877601,-0.004978008114835175
2019-10-23 00:00:00+00:00,0.29085,0.29169,0.2545,0.273,1868462.28637793,-0.06452386663468446
2019-10-24 00:00:00+00:00,0.273,0.28073,0.26602,0.27782,634888.76723579,0.01765567765567755
2019-10-25 00:00:00+00:00,0.27548,0.30798,0.27545,0.29797,2463165.0431657,0.07252897559570948
2019-10-26 00:00:00+00:00,0.29949,0.31495,0.28423,0.294,2760797.63755832,-0.013323488941839878
2019-10-27 00:00:00+00:00,0.29465,0.30267,0.29085,0.29902,1033159.58675355,0.017074829931972957
2019-10-28 00:00:00+00:00,0.2998,0.30698,0.29402,0.29545,918480.45589194,-0.011939000735736838
2019-10-29 00:00:00+00:00,0.29617,0.30966,0.29512,0.30318,582054.62242171,0.026163479438145343
2019-10-30 00:00:00+00:00,0.30201,0.3063,0.29076,0.295,474069.89750555,-0.02698067154825523
2019-10-31 00:00:00+00:00,0.29715,0.298,0.28847,0.29471,722208.68041889,-0.000983050847457534
2019-11-01 00:00:00+00:00,0.29477,0.29497,0.2845,0.29222,609974.26238331,-0.008448983746734195
2019-11-02 00:00:00+00:00,0.293,0.29798,0.29188,0.29573,253045.64201118,0.012011498186297986
2019-11-03 00:00:00+00:00,0.29594,0.2964,0.28907,0.29001,360657.96540303,-0.01934196733506921
2019-11-04 00:00:00+00:00,0.29005,0.3005,0.2895,0.29994,904720.11395519,0.03424019861384098
2019-11-05 00:00:00+00:00,0.29998,0.30432,0.29503,0.30168,419073.27591636,0.005801160232046465
2019-11-06 00:00:00+00:00,0.29986,0.313,0.297,0.31,873047.07018703,0.027578891540705364
2019-11-07 00:00:00+00:00,0.31001,0.314,0.27505,0.29099,1484816.53648051,-0.06132258064516116
2019-11-08 00:00:00+00:00,0.28986,0.29094,0.271,0.27597,1030584.08931898,-0.051616894051342066
2019-11-09 00:00:00+00:00,0.2758,0.28157,0.275,0.27822,422791.90290841,0.008153060115229982
2019-11-10 00:00:00+00:00,0.27945,0.28394,0.27714,0.27907,486577.3773766,0.003055136223132582
2019-11-11 00:00:00+00:00,0.27907,0.28067,0.27,0.27348,580528.91965001,-0.02003081664098605
2019-11-12 00:00:00+00:00,0.27395,0.276,0.26702,0.27177,219569.28414763,-0.00625274243089069
2019-11-13 00:00:00+00:00,0.27218,0.275,0.26977,0.27232,262526.83211242,0.0020237700997165486
2019-11-14 00:00:00+00:00,0.27155,0.27228,0.263,0.26766,429052.74216751,-0.01711222091656872
2019-11-15 00:00:00+00:00,0.2679,0.2688,0.252,0.25989,564849.69988057,-0.029029365613091218
2019-11-16 00:00:00+00:00,0.25998,0.264,0.25925,0.26262,434975.84366768,0.010504444187925621
2019-11-17 00:00:00+00:00,0.2622,0.26592,0.25895,0.26304,228638.62148076,0.001599268905642992
2019-11-18 00:00:00+00:00,0.26325,0.26325,0.24094,0.25231,527496.25939676,-0.04079227493917281
2019-11-19 00:00:00+00:00,0.25253,0.25549,0.2435,0.25303,323137.99856622,0.0028536324362886667
2019-11-20 00:00:00+00:00,0.25313,0.25864,0.24719,0.249,786899.50729808,-0.0159269651819941
2019-11-21 00:00:00+00:00,0.24997,0.252,0.235,0.24364,900013.99628948,-0.021526104417670666
2019-11-22 00:00:00+00:00,0.2439,0.24555,0.222,0.23178,1181230.5101845,-0.04867837793465757
2019-11-23 00:00:00+00:00,0.23063,0.2359,0.22632,0.23385,1048895.82904486,0.008930882733626744
2019-11-24 00:00:00+00:00,0.2342,0.2342,0.219,0.21905,299036.66011061,-0.06328843275604024
2019-11-25 00:00:00+00:00,0.21804,0.225,0.20032,0.21867,1671168.14993496,-0.0017347637525678694
2019-11-26 00:00:00+00:00,0.21799,0.2214,0.214,0.22099,886975.3500574,0.010609594365939445
2019-11-27 00:00:00+00:00,0.2194,0.22991,0.21301,0.22458,1925883.72754575,0.01624507896284899
2019-11-28 00:00:00+00:00,0.22458,0.22946,0.223,0.22386,616718.38257616,-0.0032059845044082325
2019-11-29 00:00:00+00:00,0.22352,0.232,0.22352,0.23045,930544.16024392,0.029438041633163436
2019-11-30 00:00:00+00:00,0.23031,0.23199,0.22403,0.2261,444286.06682479,-0.018876111954870822
2019-12-01 00:00:00+00:00,0.2256,0.2256,0.21891,0.22516,609249.1339766,-0.004157452454666033
2019-12-02 00:00:00+00:00,0.2252,0.22651,0.21762,0.22054,578081.18914602,-0.020518742227749076
2019-12-03 00:00:00+00:00,0.21999,0.222,0.21864,0.21997,211223.23360065,-0.002584565158248009
2019-12-04 00:00:00+00:00,0.21952,0.225,0.21,0.2153,1013797.31017214,-0.021230167750147744
2019-12-05 00:00:00+00:00,0.21413,0.226,0.2125,0.22245,160660.58825149,0.033209475150952183
2019-12-06 00:00:00+00:00,0.22146,0.22625,0.22,0.22625,260547.11435705,0.017082490447291487
2019-12-07 00:00:00+00:00,0.22552,0.2284,0.224,0.22799,109297.94759425,0.007690607734806676
2019-12-08 00:00:00+00:00,0.22701,0.232,0.22464,0.23,199198.25738186,0.008816176148076726
2019-12-09 00:00:00+00:00,0.2235,0.22357,0.22244,0.22357,12747.81406596,-0.027956521739130547
2019-12-10 00:00:00+00:00,0.22489,0.2249,0.21905,0.22227,226487.58934652,-0.005814733640470582
2019-12-11 00:00:00+00:00,0.22326,0.22326,0.21987,0.221,189220.19267764,-0.005713771539119006
