time,TRX open,TRX high,TRX low,TRX close,TRX volume,TRX daily_return
2019-04-10 00:00:00+00:00,0.03,0.031,0.028,0.031,2692056.48632398,0.03333333333333344
2019-04-11 00:00:00+00:00,0.03,0.031,0.025,0.027,5042515.43297437,-0.12903225806451613
2019-04-12 00:00:00+00:00,0.026,0.027,0.026,0.027,635206.543723,0.0
2019-04-13 00:00:00+00:00,0.027,0.027,0.025,0.027,634183.82803957,0.0
2019-04-14 00:00:00+00:00,0.026,0.028,0.025,0.027,574051.05913517,0.0
2019-04-15 00:00:00+00:00,0.028,0.028,0.025,0.027,1857817.37757195,0.0
2019-04-16 00:00:00+00:00,0.027,0.027,0.025,0.027,3207987.76997507,0.0
2019-04-17 00:00:00+00:00,0.027,0.027,0.026,0.027,1156054.99010003,0.0
2019-04-18 00:00:00+00:00,0.027,0.027,0.026,0.027,621039.79108568,0.0
2019-04-19 00:00:00+00:00,0.027,0.027,0.026,0.027,330936.41390755,0.0
2019-04-20 00:00:00+00:00,0.026,0.027,0.026,0.026,538892.19403751,-0.03703703703703709
2019-04-21 00:00:00+00:00,0.026,0.026,0.024,0.025,1869118.82113948,-0.038461538461538325
2019-04-22 00:00:00+00:00,0.025,0.026,0.025,0.025,426019.41713566,0.0
2019-04-23 00:00:00+00:00,0.025,0.026,0.024,0.025,413258.94164382,0.0
2019-04-24 00:00:00+00:00,0.024,0.025,0.023,0.024,6596071.62142955,-0.040000000000000036
2019-04-25 00:00:00+00:00,0.023,0.026,0.022,0.022,5015047.4889615,-0.08333333333333337
2019-04-26 00:00:00+00:00,0.022,0.024,0.022,0.023,4111818.61318499,0.045454545454545414
2019-04-27 00:00:00+00:00,0.024,0.024,0.022,0.023,911475.76171871,0.0
2019-04-28 00:00:00+00:00,0.023,0.024,0.022,0.022,49679.87818205,-0.0434782608695653
2019-04-29 00:00:00+00:00,0.022,0.023,0.021,0.022,232763.96910693,0.0
2019-04-30 00:00:00+00:00,0.021,0.024,0.021,0.024,2027195.97656755,0.09090909090909105
2019-05-01 00:00:00+00:00,0.024,0.024,0.022,0.023,3844076.02967883,-0.04166666666666674
2019-05-02 00:00:00+00:00,0.023,0.024,0.022,0.022,183284.18632514,-0.0434782608695653
2019-05-03 00:00:00+00:00,0.022,0.024,0.022,0.023,5360119.32682994,0.045454545454545414
2019-05-04 00:00:00+00:00,0.0235,0.024,0.02201,0.023,6203852.78947219,0.0
2019-05-05 00:00:00+00:00,0.023,0.02388,0.02261,0.023,5444720.04522082,0.0
2019-05-06 00:00:00+00:00,0.023,0.02395,0.022,0.02364,8967835.75953313,0.02782608695652189
2019-05-07 00:00:00+00:00,0.02375,0.0242,0.0233,0.02339,4623667.14463476,-0.010575296108290999
2019-05-08 00:00:00+00:00,0.02319,0.02499,0.02302,0.02407,6532019.18086522,0.029072253099615253
2019-05-09 00:00:00+00:00,0.02423,0.0243,0.02274,0.02328,2625208.37504662,-0.03282093892812643
2019-05-10 00:00:00+00:00,0.023,0.024,0.02236,0.02343,4393982.02340205,0.006443298969072142
2019-05-11 00:00:00+00:00,0.02378,0.02678,0.02326,0.02519,9149718.61346792,0.07511737089201875
2019-05-12 00:00:00+00:00,0.02545,0.02587,0.02303,0.0238,9357789.42477828,-0.05518062723302897
2019-05-13 00:00:00+00:00,0.02378,0.02587,0.02378,0.02466,9988309.21605774,0.0361344537815127
2019-05-14 00:00:00+00:00,0.02451,0.02783,0.02451,0.02746,11580564.88621895,0.11354420113544195
2019-05-15 00:00:00+00:00,0.0275,0.03153,0.02732,0.03129,15281827.59225579,0.13947560087399857
2019-05-16 00:00:00+00:00,0.03112,0.03316,0.02702,0.02844,17220088.12037033,-0.09108341323106417
2019-05-17 00:00:00+00:00,0.02865,0.029,0.02375,0.02718,21005031.58987174,-0.044303797468354444
2019-05-18 00:00:00+00:00,0.027,0.02788,0.02623,0.02662,5135939.28132949,-0.020603384841795358
2019-05-19 00:00:00+00:00,0.02661,0.02886,0.02661,0.0284,7635877.61443278,0.06686701728024036
2019-05-20 00:00:00+00:00,0.02829,0.0285,0.02649,0.02794,11579954.41032425,-0.01619718309859164
2019-05-21 00:00:00+00:00,0.02807,0.0298,0.02751,0.0285,7349842.24028227,0.02004294917680749
2019-05-22 00:00:00+00:00,0.02832,0.029,0.02608,0.02649,4501519.46832114,-0.07052631578947377
2019-05-23 00:00:00+00:00,0.02649,0.02734,0.02573,0.02726,4127006.99000468,0.029067572668931563
2019-05-24 00:00:00+00:00,0.02707,0.02833,0.027,0.02754,4385153.51791487,0.010271460014673384
2019-05-25 00:00:00+00:00,0.028,0.02893,0.0275,0.02752,5946085.12487326,-0.000726216412490932
2019-05-26 00:00:00+00:00,0.02736,0.032,0.02704,0.03126,17599369.26734019,0.13590116279069786
2019-05-27 00:00:00+00:00,0.03149,0.03686,0.03096,0.03524,20801910.0225668,0.12731925783749198
2019-05-28 00:00:00+00:00,0.03481,0.037,0.03279,0.03479,14639278.94591012,-0.012769580022701454
2019-05-29 00:00:00+00:00,0.03476,0.03499,0.032,0.03382,5398628.09746431,-0.02788157516527734
2019-05-30 00:00:00+00:00,0.03374,0.03596,0.02957,0.03125,15874029.89833809,-0.07599053814311063
2019-05-31 00:00:00+00:00,0.03122,0.033,0.03019,0.033,10885187.38158097,0.05600000000000005
2019-06-01 00:00:00+00:00,0.033,0.0391,0.03252,0.03775,17497357.61988103,0.1439393939393938
2019-06-02 00:00:00+00:00,0.03743,0.041,0.037,0.0383,15555561.57459217,0.014569536423841178
2019-06-03 00:00:00+00:00,0.0383,0.03977,0.03311,0.034,19230933.2342812,-0.1122715404699739
2019-06-04 00:00:00+00:00,0.0335,0.036,0.03115,0.03552,13282526.47990727,0.04470588235294115
2019-06-05 00:00:00+00:00,0.035,0.0359,0.0326,0.03395,6101685.82982982,-0.04420045045045051
2019-06-06 00:00:00+00:00,0.034,0.0342,0.0308,0.03255,3479021.13784016,-0.04123711340206182
2019-06-07 00:00:00+00:00,0.03299,0.03446,0.03244,0.03376,5280062.87339437,0.037173579109062826
2019-06-08 00:00:00+00:00,0.03355,0.03394,0.03177,0.0321,3219105.43034416,-0.04917061611374418
2019-06-09 00:00:00+00:00,0.03214,0.03242,0.02904,0.0298,5073470.54466174,-0.07165109034267902
2019-06-10 00:00:00+00:00,0.02982,0.03197,0.02914,0.03171,4134255.53290847,0.06409395973154375
2019-06-11 00:00:00+00:00,0.03162,0.03162,0.03004,0.0312,3988158.19920944,-0.01608325449385062
2019-06-12 00:00:00+00:00,0.0311,0.03379,0.03105,0.03379,6831943.68706128,0.08301282051282066
2019-06-13 00:00:00+00:00,0.03341,0.03398,0.03217,0.03277,5686262.44996021,-0.030186445693992314
2019-06-14 00:00:00+00:00,0.03279,0.033,0.03076,0.03203,8463982.66585976,-0.02258162953921261
2019-06-15 00:00:00+00:00,0.03218,0.03292,0.032,0.03269,5420236.07053537,0.020605682172962547
2019-06-16 00:00:00+00:00,0.03282,0.0337,0.0325,0.03293,3528301.95372235,0.0073416947078619454
2019-06-17 00:00:00+00:00,0.033,0.03403,0.03286,0.03395,5008322.36128913,0.030974795019738766
2019-06-18 00:00:00+00:00,0.03396,0.034,0.03217,0.033,6145717.99185646,-0.027982326951399128
2019-06-19 00:00:00+00:00,0.033,0.03378,0.03288,0.0334,4219313.5624438,0.012121212121211977
2019-06-20 00:00:00+00:00,0.03347,0.0335,0.03229,0.03283,4257774.17929119,-0.017065868263473116
2019-06-21 00:00:00+00:00,0.03279,0.03398,0.03279,0.0333,7573973.92583189,0.014316174230886602
2019-06-22 00:00:00+00:00,0.0333,0.0377,0.0333,0.037,14671108.04607189,0.11111111111111094
2019-06-23 00:00:00+00:00,0.03701,0.03896,0.036,0.03701,6966630.28114315,0.00027027027027037853
2019-06-24 00:00:00+00:00,0.03701,0.0391,0.03606,0.03834,6602140.33293139,0.03593623345041874
2019-06-25 00:00:00+00:00,0.0389,0.04028,0.03727,0.03803,9370322.01948837,-0.008085550339071435
2019-06-26 00:00:00+00:00,0.0381,0.0395,0.0331,0.03592,19206516.91181061,-0.05548251380489089
2019-06-27 00:00:00+00:00,0.036,0.0369,0.02924,0.032,11267742.36814114,-0.10913140311804004
2019-06-28 00:00:00+00:00,0.03175,0.03387,0.0316,0.03372,8108570.0790823,0.053749999999999964
2019-06-29 00:00:00+00:00,0.03352,0.03542,0.032,0.035,5932669.08336081,0.03795966785290639
2019-06-30 00:00:00+00:00,0.035,0.03522,0.03175,0.03179,6243843.43778104,-0.09171428571428586
2019-07-01 00:00:00+00:00,0.03162,0.03333,0.03063,0.03223,4051739.93085743,0.01384083044982698
2019-07-02 00:00:00+00:00,0.03274,0.03293,0.03013,0.03195,7209191.05015143,-0.008687558175612842
2019-07-03 00:00:00+00:00,0.032,0.03295,0.03163,0.03255,6232820.79069909,0.018779342723004744
2019-07-04 00:00:00+00:00,0.03276,0.03283,0.031,0.03107,2518268.37680624,-0.04546850998463903
2019-07-05 00:00:00+00:00,0.03136,0.03231,0.03088,0.03187,3208794.22959489,0.025748310267138752
2019-07-06 00:00:00+00:00,0.03195,0.03301,0.03193,0.032,4290197.72069843,0.004079071226859021
2019-07-07 00:00:00+00:00,0.03199,0.03574,0.03199,0.035,6506257.98605525,0.09375
2019-07-08 00:00:00+00:00,0.035,0.0359,0.03352,0.034,6654182.15110603,-0.02857142857142858
2019-07-09 00:00:00+00:00,0.034,0.035,0.03364,0.03445,8085782.4842224,0.013235294117647012
2019-07-10 00:00:00+00:00,0.03413,0.03467,0.03113,0.032,5115834.8126751,-0.0711175616835994
2019-07-11 00:00:00+00:00,0.032,0.032,0.02703,0.028,5533229.07048726,-0.125
2019-07-12 00:00:00+00:00,0.02811,0.02978,0.02773,0.02969,2345802.10770617,0.060357142857142776
2019-07-13 00:00:00+00:00,0.02952,0.02975,0.0276,0.02834,3903057.52262411,-0.045469855170090945
2019-07-14 00:00:00+00:00,0.02824,0.02919,0.02496,0.02496,14340910.29283746,-0.11926605504587162
2019-07-15 00:00:00+00:00,0.02508,0.02599,0.02376,0.02521,8767413.27631732,0.01001602564102555
2019-07-16 00:00:00+00:00,0.02516,0.02568,0.02083,0.02093,14831388.55896281,-0.1697738992463308
2019-07-17 00:00:00+00:00,0.021,0.02399,0.02042,0.02282,13893260.41684335,0.09030100334448155
2019-07-18 00:00:00+00:00,0.02265,0.026,0.02243,0.02587,7560136.44756146,0.13365468886941279
2019-07-19 00:00:00+00:00,0.02558,0.02814,0.02491,0.02814,14898744.44755673,0.08774642442984137
2019-07-20 00:00:00+00:00,0.0282,0.03067,0.0277,0.02901,3646670.94283416,0.03091684434968034
2019-07-21 00:00:00+00:00,0.029,0.0297,0.0272,0.0292,2823216.41234414,0.006549465701482182
2019-07-22 00:00:00+00:00,0.0294,0.03006,0.02614,0.0264,1084278.48356504,-0.09589041095890416
2019-07-23 00:00:00+00:00,0.0263,0.02672,0.022,0.02444,11777461.07873762,-0.07424242424242422
2019-07-24 00:00:00+00:00,0.0241,0.0246,0.02268,0.02391,2329808.97722153,-0.021685761047463115
2019-07-25 00:00:00+00:00,0.0241,0.02449,0.0228,0.02306,3972268.42056672,-0.03554997908824764
2019-07-26 00:00:00+00:00,0.02295,0.0234,0.02204,0.0231,2714764.1387164,0.0017346053772766545
2019-07-27 00:00:00+00:00,0.0231,0.0237,0.02169,0.0219,2157856.69113314,-0.051948051948051965
2019-07-28 00:00:00+00:00,0.02197,0.02266,0.02109,0.02225,1539754.86593685,0.015981735159817267
2019-07-29 00:00:00+00:00,0.02256,0.02257,0.02173,0.022,2495087.76757015,-0.011235955056179803
2019-07-30 00:00:00+00:00,0.02197,0.02231,0.0216,0.02215,2041401.03775499,0.006818181818181834
2019-07-31 00:00:00+00:00,0.02227,0.02279,0.022,0.0223,18077990.69778862,0.006772009029345494
2019-08-01 00:00:00+00:00,0.02239,0.02262,0.02173,0.02203,3876114.78074034,-0.012107623318385663
2019-08-02 00:00:00+00:00,0.022,0.0224,0.02131,0.0218,7445933.55629992,-0.010440308669995457
2019-08-03 00:00:00+00:00,0.0218,0.02198,0.02162,0.02195,1848064.94718475,0.006880733944954143
2019-08-04 00:00:00+00:00,0.02193,0.02289,0.02142,0.02245,4121795.56311226,0.02277904328018221
2019-08-05 00:00:00+00:00,0.02249,0.02342,0.02203,0.02297,7186424.29900189,0.023162583518930857
2019-08-06 00:00:00+00:00,0.02292,0.02298,0.02147,0.02177,7862659.10562856,-0.05224205485415756
2019-08-07 00:00:00+00:00,0.02172,0.02201,0.02139,0.02178,2665354.17827759,0.00045934772622868714
2019-08-08 00:00:00+00:00,0.02152,0.02229,0.02152,0.022,3117407.91400919,0.010101010101009944
2019-08-09 00:00:00+00:00,0.022,0.02201,0.01951,0.01981,6015129.19674881,-0.09954545454545449
2019-08-10 00:00:00+00:00,0.02,0.02063,0.01913,0.02048,3349187.9382411,0.03382130237253911
2019-08-11 00:00:00+00:00,0.02049,0.02104,0.01997,0.02073,3948009.51839869,0.012207031249999778
2019-08-12 00:00:00+00:00,0.02067,0.02106,0.02031,0.02076,4820651.24736097,0.0014471780028944004
2019-08-13 00:00:00+00:00,0.02089,0.02089,0.01999,0.0204,1159043.7687538,-0.01734104046242768
2019-08-14 00:00:00+00:00,0.02039,0.02039,0.0176,0.01768,4673599.35752618,-0.1333333333333333
2019-08-15 00:00:00+00:00,0.01773,0.01803,0.0158,0.01751,8264962.36729021,-0.009615384615384581
2019-08-16 00:00:00+00:00,0.0175,0.01776,0.01651,0.01699,4824036.20215085,-0.029697315819531722
2019-08-17 00:00:00+00:00,0.01695,0.01727,0.0167,0.01683,2364321.37012367,-0.009417304296645113
2019-08-18 00:00:00+00:00,0.017,0.01826,0.01673,0.0178,3640191.2188596,0.05763517528223394
2019-08-19 00:00:00+00:00,0.01771,0.0182,0.01762,0.018,2937403.06741081,0.011235955056179803
2019-08-20 00:00:00+00:00,0.01795,0.01795,0.01731,0.01764,1728996.09943254,-0.019999999999999907
2019-08-21 00:00:00+00:00,0.01753,0.01755,0.01633,0.01678,3646564.68256477,-0.0487528344671202
2019-08-22 00:00:00+00:00,0.017,0.01799,0.01664,0.0174,4134172.72326104,0.03694874851013097
2019-08-23 00:00:00+00:00,0.01733,0.01829,0.01731,0.01801,3239099.21442897,0.03505747126436809
2019-08-24 00:00:00+00:00,0.018,0.018,0.01738,0.01777,1295505.01914895,-0.013325930038867284
2019-08-25 00:00:00+00:00,0.01773,0.01823,0.01738,0.01756,2934710.61287612,-0.011817670230725996
2019-08-26 00:00:00+00:00,0.0175,0.01801,0.0175,0.01772,1665010.07519758,0.009111617312072884
2019-08-27 00:00:00+00:00,0.01772,0.01775,0.01733,0.01752,3920266.1298492,-0.011286681715575564
2019-08-28 00:00:00+00:00,0.01765,0.01767,0.0152,0.016,8180514.67508788,-0.08675799086757996
2019-08-29 00:00:00+00:00,0.01594,0.01594,0.01501,0.01547,2699740.68270436,-0.03312500000000007
2019-08-30 00:00:00+00:00,0.01533,0.01581,0.01525,0.01562,1571120.97311724,0.009696186166774368
2019-08-31 00:00:00+00:00,0.0155,0.01577,0.01509,0.0155,1028513.55813534,-0.007682458386683799
2019-09-01 00:00:00+00:00,0.01556,0.01572,0.01536,0.01556,866041.70629158,0.003870967741935516
2019-09-02 00:00:00+00:00,0.01557,0.01612,0.01528,0.01598,939782.85461194,0.026992287917738
2019-09-03 00:00:00+00:00,0.016,0.01605,0.01577,0.016,1073690.54951888,0.0012515644555695093
2019-09-04 00:00:00+00:00,0.01586,0.01586,0.01552,0.01567,6074842.90490317,-0.020625000000000004
2019-09-05 00:00:00+00:00,0.01549,0.01556,0.01438,0.01487,2306326.88151864,-0.05105296745373322
2019-09-06 00:00:00+00:00,0.01499,0.01506,0.014,0.01415,7067782.3598461,-0.04841963685272366
2019-09-07 00:00:00+00:00,0.01426,0.01578,0.01426,0.01544,3292260.43665884,0.09116607773851593
2019-09-08 00:00:00+00:00,0.01546,0.01611,0.01507,0.01576,4947464.75518357,0.02072538860103612
2019-09-09 00:00:00+00:00,0.01583,0.01614,0.01506,0.0158,9015581.87475546,0.002538071065989911
2019-09-10 00:00:00+00:00,0.0157,0.01616,0.01535,0.01557,1677915.85305437,-0.014556962025316533
2019-09-11 00:00:00+00:00,0.01569,0.01569,0.01479,0.01489,2273063.29947493,-0.0436737315350032
2019-09-12 00:00:00+00:00,0.0148,0.01499,0.01452,0.0149,2057185.4886406,0.000671591672263272
2019-09-13 00:00:00+00:00,0.01483,0.0155,0.01478,0.0155,4569841.07544434,0.04026845637583887
2019-09-14 00:00:00+00:00,0.01556,0.01593,0.01526,0.0158,804184.27166587,0.01935483870967758
2019-09-15 00:00:00+00:00,0.01584,0.01597,0.01545,0.01548,764111.20186761,-0.020253164556962022
2019-09-16 00:00:00+00:00,0.01562,0.01591,0.0152,0.01568,2333171.94429352,0.012919896640826822
2019-09-17 00:00:00+00:00,0.01572,0.01745,0.01565,0.01677,5300881.09806542,0.06951530612244894
2019-09-18 00:00:00+00:00,0.01692,0.01866,0.01692,0.018,4707721.10433958,0.07334525939177095
2019-09-19 00:00:00+00:00,0.018,0.01801,0.01643,0.01765,2724736.35853766,-0.019444444444444375
2019-09-20 00:00:00+00:00,0.01737,0.01752,0.017,0.01715,1331252.67003899,-0.028328611898017053
2019-09-21 00:00:00+00:00,0.01733,0.01868,0.01717,0.01814,3086589.72118335,0.057725947521865884
2019-09-22 00:00:00+00:00,0.01797,0.018,0.01648,0.01696,2188887.56717058,-0.06504961411245869
2019-09-23 00:00:00+00:00,0.01697,0.01703,0.01572,0.01597,3472588.88556311,-0.05837264150943389
2019-09-24 00:00:00+00:00,0.01592,0.01617,0.01164,0.01263,10589279.36652699,-0.20914214151534127
2019-09-25 00:00:00+00:00,0.01279,0.01351,0.01229,0.01323,7324536.4001325,0.04750593824228022
2019-09-26 00:00:00+00:00,0.01309,0.01355,0.01207,0.01285,11521058.51835538,-0.028722600151171562
2019-09-27 00:00:00+00:00,0.01288,0.01384,0.01261,0.01361,4741655.6640113,0.05914396887159534
2019-09-28 00:00:00+00:00,0.01365,0.0138,0.01329,0.01357,4054691.26632573,-0.0029390154298309934
2019-09-29 00:00:00+00:00,0.01359,0.0137,0.0129,0.01356,4878480.42338337,-0.0007369196757553986
2019-09-30 00:00:00+00:00,0.01327,0.01511,0.01289,0.01443,4831176.86501803,0.06415929203539839
2019-10-01 00:00:00+00:00,0.01453,0.01497,0.01387,0.01398,6877239.18026855,-0.031185031185031242
2019-10-02 00:00:00+00:00,0.01392,0.01443,0.01374,0.01443,4126416.79566871,0.032188841201716833
2019-10-03 00:00:00+00:00,0.01443,0.01455,0.01398,0.01434,5443149.93112065,-0.006237006237006182
2019-10-04 00:00:00+00:00,0.01433,0.01499,0.01404,0.01462,3083925.8459933,0.019525801952580135
2019-10-05 00:00:00+00:00,0.01457,0.01506,0.01441,0.01504,3163152.58983386,0.028727770177838563
2019-10-06 00:00:00+00:00,0.01505,0.01534,0.01432,0.01452,2650098.54436767,-0.034574468085106336
2019-10-07 00:00:00+00:00,0.01439,0.01645,0.01428,0.01615,3191959.23087303,0.11225895316804424
2019-10-08 00:00:00+00:00,0.01616,0.01708,0.016,0.01694,4006525.72338148,0.04891640866873059
2019-10-09 00:00:00+00:00,0.01696,0.01747,0.01653,0.01692,3293578.59056438,-0.0011806375442738881
2019-10-10 00:00:00+00:00,0.01699,0.01703,0.016,0.01627,3151484.88280568,-0.038416075650118287
2019-10-11 00:00:00+00:00,0.01613,0.0167,0.01561,0.01574,6280155.52968173,-0.032575291948371166
2019-10-12 00:00:00+00:00,0.01592,0.0161,0.01565,0.01572,2122672.08732754,-0.0012706480304954804
2019-10-13 00:00:00+00:00,0.01565,0.01631,0.01565,0.01601,2567867.67701848,0.0184478371501271
2019-10-14 00:00:00+00:00,0.01605,0.01678,0.01601,0.01675,2181485.51343392,0.046221111805121895
2019-10-15 00:00:00+00:00,0.01674,0.01686,0.01546,0.01568,4625868.85920589,-0.06388059701492543
2019-10-16 00:00:00+00:00,0.01569,0.01588,0.0147,0.01505,2735399.42818925,-0.0401785714285714
2019-10-17 00:00:00+00:00,0.01511,0.01562,0.01453,0.01539,3257948.70271062,0.022591362126245906
2019-10-18 00:00:00+00:00,0.01538,0.01554,0.01464,0.01529,5881158.35771438,-0.00649772579597141
2019-10-19 00:00:00+00:00,0.01521,0.01576,0.01521,0.01543,695588.32855096,0.00915631131458472
2019-10-20 00:00:00+00:00,0.01543,0.01556,0.01513,0.01553,1029278.4364452,0.006480881399870464
2019-10-21 00:00:00+00:00,0.01552,0.01575,0.01519,0.01555,2371385.36376146,0.0012878300064391723
2019-10-22 00:00:00+00:00,0.01553,0.01561,0.0151,0.0151,952508.25189026,-0.02893890675241151
2019-10-23 00:00:00+00:00,0.01514,0.01514,0.01363,0.01415,4297290.30324562,-0.06291390728476831
2019-10-24 00:00:00+00:00,0.01441,0.01531,0.01427,0.0152,1434327.82294629,0.07420494699646651
2019-10-25 00:00:00+00:00,0.01532,0.0178,0.01505,0.01772,4287256.73036436,0.1657894736842105
2019-10-26 00:00:00+00:00,0.01777,0.01835,0.01595,0.01658,6887477.49676067,-0.06433408577878097
2019-10-27 00:00:00+00:00,0.01684,0.01992,0.01624,0.01912,6264309.43170923,0.15319662243667076
2019-10-28 00:00:00+00:00,0.01919,0.022,0.01919,0.02005,16668118.85856183,0.04864016736401666
2019-10-29 00:00:00+00:00,0.02001,0.02249,0.02,0.0221,9764013.82503012,0.1022443890274316
2019-10-30 00:00:00+00:00,0.02188,0.0229,0.01984,0.01997,5718545.68155828,-0.09638009049773755
2019-10-31 00:00:00+00:00,0.02016,0.02047,0.0192,0.01986,2368862.0523272,-0.0055082623935904795
2019-11-01 00:00:00+00:00,0.02007,0.02007,0.01932,0.01969,1752731.00288983,-0.008559919436052388
2019-11-02 00:00:00+00:00,0.0198,0.02022,0.01969,0.01996,574693.29015875,0.013712544438801322
2019-11-03 00:00:00+00:00,0.01996,0.0201,0.01935,0.01968,537869.93206311,-0.014028056112224352
2019-11-04 00:00:00+00:00,0.01964,0.02024,0.01857,0.01987,2169442.69792292,0.009654471544715326
2019-11-05 00:00:00+00:00,0.01985,0.02047,0.01933,0.01984,1105926.13864042,-0.0015098137896325525
2019-11-06 00:00:00+00:00,0.0198,0.02064,0.01964,0.02016,927139.36101515,0.016129032258064502
2019-11-07 00:00:00+00:00,0.02012,0.02012,0.01887,0.01954,524048.61492482,-0.030753968253968367
2019-11-08 00:00:00+00:00,0.01947,0.01971,0.01841,0.01871,1982200.70267995,-0.04247697031729769
2019-11-09 00:00:00+00:00,0.0187,0.01911,0.01868,0.01886,487968.62841612,0.008017103153393768
2019-11-10 00:00:00+00:00,0.01898,0.01986,0.01898,0.01939,650299.93338392,0.028101802757158234
2019-11-11 00:00:00+00:00,0.01932,0.01932,0.01868,0.019,1061178.07101029,-0.020113460546673623
2019-11-12 00:00:00+00:00,0.01911,0.01971,0.01906,0.01957,1059490.2594628,0.030000000000000027
2019-11-13 00:00:00+00:00,0.01962,0.02047,0.01928,0.01994,2275404.62395393,0.0189064895247828
2019-11-14 00:00:00+00:00,0.02014,0.02021,0.019,0.01928,1064624.22057473,-0.033099297893681046
2019-11-15 00:00:00+00:00,0.01936,0.01955,0.01826,0.01858,2234782.33824034,-0.036307053941908696
2019-11-16 00:00:00+00:00,0.0186,0.01873,0.01849,0.01865,554796.43465073,0.003767491926803146
2019-11-17 00:00:00+00:00,0.01869,0.01894,0.01828,0.01875,1022399.98283665,0.00536193029490617
2019-11-18 00:00:00+00:00,0.01868,0.01871,0.01668,0.01715,1836830.66285737,-0.08533333333333337
2019-11-19 00:00:00+00:00,0.01719,0.01719,0.01616,0.01691,3936464.89986236,-0.013994169096209763
2019-11-20 00:00:00+00:00,0.01692,0.0171,0.01642,0.01646,1791603.77915195,-0.02661147250147855
2019-11-21 00:00:00+00:00,0.01649,0.01663,0.01429,0.01528,3616219.16741376,-0.07168894289185901
2019-11-22 00:00:00+00:00,0.01535,0.01555,0.01338,0.01442,5643343.65073134,-0.05628272251308897
2019-11-23 00:00:00+00:00,0.01439,0.01503,0.01401,0.015,2906680.76442659,0.04022191400832176
2019-11-24 00:00:00+00:00,0.01506,0.01518,0.01379,0.01385,648483.02976745,-0.07666666666666666
2019-11-25 00:00:00+00:00,0.01357,0.0148,0.013,0.01425,2610594.44519018,0.028880866425992746
2019-11-26 00:00:00+00:00,0.01419,0.01546,0.01419,0.01537,1377761.45944906,0.07859649122807011
2019-11-27 00:00:00+00:00,0.0153,0.01643,0.01445,0.01615,1488789.8623283,0.050748210800260374
2019-11-28 00:00:00+00:00,0.01607,0.0163,0.0157,0.01575,779801.86580221,-0.024767801857585203
2019-11-29 00:00:00+00:00,0.01601,0.01632,0.0158,0.01614,395177.07675352,0.024761904761904763
2019-11-30 00:00:00+00:00,0.01613,0.01623,0.01534,0.01548,823402.91547454,-0.040892193308550207
2019-12-01 00:00:00+00:00,0.0154,0.01606,0.01512,0.01597,2169922.7331988,0.03165374677002597
2019-12-02 00:00:00+00:00,0.01599,0.01606,0.01512,0.01523,667793.71018999,-0.04633688165309957
2019-12-03 00:00:00+00:00,0.01526,0.01552,0.0152,0.01527,1090241.34385235,0.0026263952724885353
2019-12-04 00:00:00+00:00,0.0152,0.01532,0.01405,0.01428,1396134.84578546,-0.06483300589390972
2019-12-05 00:00:00+00:00,0.01426,0.01465,0.01426,0.0146,784054.83320652,0.022408963585434316
2019-12-06 00:00:00+00:00,0.01455,0.01473,0.01436,0.01465,713585.09608656,0.003424657534246478
