time,LTC open,LTC high,LTC low,LTC close,LTC volume,LTC daily_return
2019-04-19 00:00:00+00:00,82.205,83.599,80.329,82.61,1447.08122269,0.004865588127965115
2019-04-20 00:00:00+00:00,82.7,83.0,79.999,81.045,1588.21208694,-0.01894443771940435
2019-04-21 00:00:00+00:00,81.823,81.823,73.486,77.499,5003.73689758,-0.043753470294281005
2019-04-22 00:00:00+00:00,76.948,78.214,75.6,76.976,3571.08998084,-0.006748474173860264
2019-04-23 00:00:00+00:00,76.807,79.611,74.0,74.26,4566.92919377,-0.03528372479733932
2019-04-24 00:00:00+00:00,74.358,75.0,70.592,73.162,6389.14367576,-0.014785887422569366
2019-04-25 00:00:00+00:00,73.313,74.634,66.1,70.558,5992.87490564,-0.035592247341516114
2019-04-26 00:00:00+00:00,70.489,72.886,68.982,71.285,2568.66432244,0.010303580033447446
2019-04-27 00:00:00+00:00,71.666,71.79,70.173,70.434,1031.32069836,-0.011937995370695065
2019-04-28 00:00:00+00:00,70.48,70.7,67.081,67.456,890.81823542,-0.04228071669932132
2019-04-29 00:00:00+00:00,67.899,68.478,65.39,66.604,2373.84858045,-0.012630455407969698
2019-04-30 00:00:00+00:00,66.764,73.824,66.764,73.395,2140.42871044,0.1019608431926009
2019-05-01 00:00:00+00:00,73.332,74.522,71.25,72.253,1543.64569214,-0.015559643027454162
2019-05-02 00:00:00+00:00,72.674,73.466,71.595,72.42,1355.01104371,0.0023113227132438574
2019-05-03 00:00:00+00:00,72.072,79.642,71.984,77.905,2806.6707107,0.07573874620270638
2019-05-04 00:00:00+00:00,78.133,81.321,73.893,77.232,1999.30528983,-0.008638726654258466
2019-05-05 00:00:00+00:00,77.255,77.375,74.573,75.075,1594.47255842,-0.027928837787445593
2019-05-06 00:00:00+00:00,75.128,76.003,71.062,74.285,7292.04188514,-0.010522810522810566
2019-05-07 00:00:00+00:00,74.268,77.8,72.947,73.057,2135.8329462,-0.016530928182001636
2019-05-08 00:00:00+00:00,72.781,74.774,71.298,73.823,2346.6916705,0.010484963795392543
2019-05-09 00:00:00+00:00,73.942,75.5,72.295,73.927,1911.7330073,0.0014087750430085144
2019-05-10 00:00:00+00:00,73.76,79.0,72.481,76.648,4512.0144657,0.036806579463524614
2019-05-11 00:00:00+00:00,77.53,95.873,77.06,88.72,19939.41944836,0.1574992172007097
2019-05-12 00:00:00+00:00,88.0,94.0,83.547,84.663,13954.36346598,-0.04572813345356175
2019-05-13 00:00:00+00:00,84.573,93.304,84.514,87.564,14772.079208,0.03426526345629144
2019-05-14 00:00:00+00:00,87.744,94.431,86.41,91.91,9542.20785337,0.04963226896898276
2019-05-15 00:00:00+00:00,91.896,104.41,90.813,102.75,18608.68644424,0.11794146447611809
2019-05-16 00:00:00+00:00,102.213,107.449,90.42,95.491,23137.37229428,-0.070647201946472
2019-05-17 00:00:00+00:00,95.618,97.31,82.03,89.984,16921.23158277,-0.05767035636866302
2019-05-18 00:00:00+00:00,90.0,90.5,85.454,86.725,4156.57990489,-0.03621754978662872
2019-05-19 00:00:00+00:00,86.541,97.12,86.401,94.941,8629.90344072,0.09473623522629016
2019-05-20 00:00:00+00:00,94.802,94.869,87.738,91.869,9500.56076701,-0.03235693746642654
2019-05-21 00:00:00+00:00,91.83,93.518,89.514,92.0,4568.38233926,0.0014259434629744216
2019-05-22 00:00:00+00:00,91.273,92.194,85.895,87.79,16456.32482082,-0.0457608695652173
2019-05-23 00:00:00+00:00,87.879,90.0,85.0,88.903,1946.44442539,0.012677981546873163
2019-05-24 00:00:00+00:00,89.0,104.204,88.679,100.723,8586.77905964,0.1329538935693957
2019-05-25 00:00:00+00:00,101.0,105.0,98.994,102.98,5484.04054333,0.02240799023063267
2019-05-26 00:00:00+00:00,102.806,114.628,99.001,113.0,9558.45820777,0.09730044668867732
2019-05-27 00:00:00+00:00,112.955,121.7,111.0,116.859,9010.77220001,0.03415044247787602
2019-05-28 00:00:00+00:00,116.358,117.891,111.631,114.4,4108.47840192,-0.021042452870553285
2019-05-29 00:00:00+00:00,114.606,118.569,108.752,114.9,8008.11214388,0.004370629370629375
2019-05-30 00:00:00+00:00,114.69,120.45,102.0,108.046,13243.51565736,-0.059651871192341166
2019-05-31 00:00:00+00:00,108.307,114.23,104.424,114.15,2786.6072543,0.05649445606500936
2019-06-01 00:00:00+00:00,115.0,116.0,111.111,111.576,1774.98456706,-0.022549277266754375
2019-06-02 00:00:00+00:00,113.258,116.7,111.798,114.973,1617.57620019,0.0304456155445616
2019-06-03 00:00:00+00:00,114.645,116.2,104.646,106.36,6076.82072364,-0.07491324049994341
2019-06-04 00:00:00+00:00,105.992,106.0,97.778,101.881,7144.06385827,-0.04211169612636334
2019-06-05 00:00:00+00:00,102.0,105.066,100.373,104.0,2738.42891443,0.020798775041469986
2019-06-06 00:00:00+00:00,103.717,112.078,101.286,111.628,5326.27149411,0.07334615384615395
2019-06-07 00:00:00+00:00,111.959,121.387,109.833,117.346,10791.43338937,0.05122370731357728
2019-06-08 00:00:00+00:00,117.089,120.345,114.161,118.634,3338.16749234,0.010976087808702406
2019-06-09 00:00:00+00:00,118.433,119.2,111.829,115.15,3771.21268084,-0.029367634910733798
2019-06-10 00:00:00+00:00,114.689,130.408,112.821,129.58,16623.14405461,0.1253148067737735
2019-06-11 00:00:00+00:00,129.8,139.0,125.7,136.198,12276.63162051,0.051072696403765994
2019-06-12 00:00:00+00:00,136.2,144.06,130.742,136.0,12223.71597586,-0.0014537658409081722
2019-06-13 00:00:00+00:00,136.0,136.95,128.129,131.0,11804.33335241,-0.03676470588235292
2019-06-14 00:00:00+00:00,131.427,133.099,125.825,132.539,7167.23111426,0.011748091603053235
2019-06-15 00:00:00+00:00,132.8,139.889,132.8,138.271,3399.96206385,0.04324764786213864
2019-06-16 00:00:00+00:00,138.271,138.873,134.0,136.95,4143.23327931,-0.009553702511734152
2019-06-17 00:00:00+00:00,136.77,137.237,132.202,133.782,5653.79345366,-0.023132530120481776
2019-06-18 00:00:00+00:00,134.169,136.6,129.0,135.171,6000.14584733,0.01038256267659321
2019-06-19 00:00:00+00:00,135.4,139.499,133.97,136.899,5094.98342561,0.012783807177575213
2019-06-20 00:00:00+00:00,137.079,137.089,133.685,135.162,1809.26905539,-0.012688186181053163
2019-06-21 00:00:00+00:00,136.489,141.499,135.6,139.06,4772.35640069,0.02883946671401727
2019-06-22 00:00:00+00:00,138.789,145.945,137.129,141.229,13369.02110536,0.015597583776786994
2019-06-23 00:00:00+00:00,141.23,142.205,135.012,136.463,5371.92713805,-0.0337466101154863
2019-06-24 00:00:00+00:00,136.462,136.462,131.571,135.6,4215.32633774,-0.006324058536013477
2019-06-25 00:00:00+00:00,135.728,138.01,128.77,135.77,4139.29893362,0.0012536873156343553
2019-06-26 00:00:00+00:00,135.6,137.72,123.0,130.267,11571.09934408,-0.04053178168962224
2019-06-27 00:00:00+00:00,129.116,130.798,109.775,114.071,9900.96985513,-0.12432926220761975
2019-06-28 00:00:00+00:00,113.708,121.64,112.431,119.449,4678.85755337,0.04714607568970197
2019-06-29 00:00:00+00:00,119.172,135.6,115.18,133.32,7162.1507533,0.11612487337692223
2019-06-30 00:00:00+00:00,133.1,136.156,119.87,121.689,6920.18023916,-0.0872412241224122
2019-07-01 00:00:00+00:00,122.101,126.184,113.158,122.746,5447.58079054,0.008686076802340459
2019-07-02 00:00:00+00:00,122.9,123.429,112.001,117.95,6922.19946825,-0.03907255633584794
2019-07-03 00:00:00+00:00,118.754,123.052,117.215,122.0,5338.49995356,0.034336583298007595
2019-07-04 00:00:00+00:00,122.057,127.1,118.825,119.393,4606.29919174,-0.02136885245901643
2019-07-05 00:00:00+00:00,119.523,120.747,116.743,118.865,3057.30277202,-0.004422369820676342
2019-07-06 00:00:00+00:00,118.64,121.909,117.278,118.297,1481.36110329,-0.004778530265427183
2019-07-07 00:00:00+00:00,118.238,121.0,117.369,119.195,1373.98009167,0.007591063171509038
2019-07-08 00:00:00+00:00,120.448,125.545,118.504,123.421,3130.82522724,0.035454507319937933
2019-07-09 00:00:00+00:00,123.405,124.238,118.0,119.319,5053.33484653,-0.033235835068586406
2019-07-10 00:00:00+00:00,119.611,120.412,102.058,107.845,9678.69781685,-0.09616238821981415
2019-07-11 00:00:00+00:00,107.319,107.742,95.278,103.175,6384.04520535,-0.043302888404654793
2019-07-12 00:00:00+00:00,102.804,106.915,100.93,104.818,2817.97246191,0.015924400290768137
2019-07-13 00:00:00+00:00,105.197,105.197,97.678,100.917,2654.47549339,-0.0372168902287775
2019-07-14 00:00:00+00:00,101.325,101.669,88.017,89.831,7183.41439878,-0.10985265118860055
2019-07-15 00:00:00+00:00,89.831,92.69,84.974,90.593,7042.74795644,0.008482595095234302
2019-07-16 00:00:00+00:00,90.631,92.006,76.62,79.809,10357.87422208,-0.11903789476008086
2019-07-17 00:00:00+00:00,80.147,94.904,77.159,90.15,11663.75534686,0.12957185279855676
2019-07-18 00:00:00+00:00,90.142,104.521,87.255,101.1,11684.36010079,0.12146422628951736
2019-07-19 00:00:00+00:00,100.595,101.357,94.951,98.263,8327.02146134,-0.02806132542037576
2019-07-20 00:00:00+00:00,98.899,105.878,97.656,100.65,6535.36127029,0.024291951192208616
2019-07-21 00:00:00+00:00,100.25,101.48,96.679,99.963,3841.49360303,-0.006825633383010565
2019-07-22 00:00:00+00:00,100.742,100.746,91.0,94.926,6686.51789939,-0.05038864379820529
2019-07-23 00:00:00+00:00,94.983,94.985,88.683,89.903,8358.18584478,-0.05291490213429406
2019-07-24 00:00:00+00:00,89.984,97.085,86.459,94.847,5868.13833639,0.0549926031389385
2019-07-25 00:00:00+00:00,94.291,96.484,91.53,93.49,3866.65029113,-0.01430725273334954
2019-07-26 00:00:00+00:00,92.852,94.59,90.249,94.453,3412.46547192,0.01030056690555159
2019-07-27 00:00:00+00:00,94.396,96.534,86.5,88.746,3015.14672978,-0.06042158533873998
2019-07-28 00:00:00+00:00,88.377,90.65,83.399,89.82,3460.0421401,0.012101953890879535
2019-07-29 00:00:00+00:00,89.839,92.176,87.534,90.467,2467.35349278,0.007203295479848659
2019-07-30 00:00:00+00:00,90.501,92.521,88.718,90.384,1550.59628404,-0.0009174616158378335
2019-07-31 00:00:00+00:00,90.121,99.79,90.12,98.913,4132.88516127,0.09436404673393506
2019-08-01 00:00:00+00:00,99.124,100.6,95.907,99.45,2724.81341625,0.005429013375390479
2019-08-02 00:00:00+00:00,98.151,98.831,92.703,94.603,3154.9456268,-0.048738059326294714
2019-08-03 00:00:00+00:00,94.51,96.37,93.8,94.008,925.2297802,-0.006289441138230267
2019-08-04 00:00:00+00:00,94.349,94.843,90.717,93.44,1632.94912413,-0.006042038975406339
2019-08-05 00:00:00+00:00,93.627,106.792,93.597,96.169,13256.82629694,0.029205907534246567
2019-08-06 00:00:00+00:00,96.182,99.101,91.129,93.04,5886.84423124,-0.03253647225197298
2019-08-07 00:00:00+00:00,93.038,94.345,87.231,90.594,5778.91205537,-0.026289767841788603
2019-08-08 00:00:00+00:00,90.422,92.749,87.71,90.35,2814.73298783,-0.0026933350994546856
2019-08-09 00:00:00+00:00,90.167,90.167,82.492,84.325,2995.30325884,-0.06668511344770334
2019-08-10 00:00:00+00:00,84.514,87.224,81.661,85.507,2487.56315162,0.014017195375036984
2019-08-11 00:00:00+00:00,85.68,91.04,85.491,89.998,1375.70562851,0.05252201574140125
2019-08-12 00:00:00+00:00,89.296,89.665,85.251,85.815,1217.60557451,-0.04647881064023651
2019-08-13 00:00:00+00:00,85.402,86.375,83.072,84.216,1713.13639685,-0.018633106100332197
2019-08-14 00:00:00+00:00,84.322,85.794,74.82,75.682,6076.44425572,-0.10133466324688889
2019-08-15 00:00:00+00:00,76.055,77.413,71.009,76.791,3616.50465482,0.01465341825004618
2019-08-16 00:00:00+00:00,76.314,76.314,72.285,74.806,2120.82835028,-0.025849383391282843
2019-08-17 00:00:00+00:00,74.784,75.18,71.741,72.857,744.1473145,-0.026054059834772603
2019-08-18 00:00:00+00:00,72.886,77.9,71.528,76.417,1413.27247701,0.048862840907531124
2019-08-19 00:00:00+00:00,76.714,78.829,75.817,77.34,2007.67632803,0.012078464216077611
2019-08-20 00:00:00+00:00,77.223,77.239,73.467,74.977,1532.60183859,-0.030553400568916422
2019-08-21 00:00:00+00:00,75.102,75.346,70.0,73.01,2625.82648947,-0.026234711978340042
2019-08-22 00:00:00+00:00,73.67,74.566,71.01,73.381,1517.12108906,0.005081495685522519
2019-08-23 00:00:00+00:00,73.29,75.903,72.652,75.703,1167.94111685,0.03164306836919639
2019-08-24 00:00:00+00:00,75.246,75.301,71.509,73.692,981.13234121,-0.026564336948337708
2019-08-25 00:00:00+00:00,73.626,74.808,70.893,72.379,329.81568217,-0.017817402160342888
2019-08-26 00:00:00+00:00,73.016,75.427,72.826,73.601,1816.44104667,0.016883350142997244
2019-08-27 00:00:00+00:00,73.065,73.5,72.001,72.653,1840.60111579,-0.012880259779079029
2019-08-28 00:00:00+00:00,72.323,72.96,64.486,66.869,12463.11323639,-0.07961130304323294
2019-08-29 00:00:00+00:00,66.52,66.601,62.27,63.641,2787.63119981,-0.04827348995797753
2019-08-30 00:00:00+00:00,63.506,65.368,62.181,64.28,1725.64126393,0.010040697034930268
2019-08-31 00:00:00+00:00,64.343,65.223,62.26,64.549,1817.28782508,0.0041848164281270694
2019-09-01 00:00:00+00:00,64.872,67.225,64.302,66.2,2718.71997946,0.025577468279911253
2019-09-02 00:00:00+00:00,66.068,68.095,65.094,67.141,3023.21817011,0.014214501510574129
2019-09-03 00:00:00+00:00,67.342,70.827,66.811,69.025,4722.21282642,0.028060350605442208
2019-09-04 00:00:00+00:00,68.66,69.276,66.67,67.11,3343.48699708,-0.027743571169866033
2019-09-05 00:00:00+00:00,67.258,67.258,64.432,65.409,2925.90633743,-0.025346446133214018
2019-09-06 00:00:00+00:00,65.438,68.015,64.031,64.975,4529.98838486,-0.0066351725297744135
2019-09-07 00:00:00+00:00,64.975,70.43,64.663,69.27,1790.84364758,0.06610234705656026
2019-09-08 00:00:00+00:00,69.39,71.53,68.68,70.45,2052.19835113,0.017034791395986737
2019-09-09 00:00:00+00:00,70.45,71.374,67.946,70.303,1297.82955209,-0.0020865862313698136
2019-09-10 00:00:00+00:00,70.368,73.0,69.88,70.351,4174.25868257,0.0006827589149822622
2019-09-11 00:00:00+00:00,71.419,71.5,68.493,69.874,1002.63170783,-0.0067802874159571536
2019-09-12 00:00:00+00:00,69.871,69.905,68.342,68.999,3772.28304028,-0.012522540573031482
2019-09-13 00:00:00+00:00,69.3,69.437,67.489,68.97,1727.82966935,-0.0004202959463179834
2019-09-14 00:00:00+00:00,69.107,71.346,68.359,70.839,1080.86022836,0.027098738581992077
2019-09-15 00:00:00+00:00,70.756,71.273,69.799,70.354,417.63569454,-0.006846511102641228
2019-09-16 00:00:00+00:00,70.56,73.729,69.651,72.213,5479.87444704,0.026423515365153305
2019-09-17 00:00:00+00:00,72.95,77.52,72.332,74.191,6242.93234971,0.027391189951947892
2019-09-18 00:00:00+00:00,74.329,79.994,74.329,77.86,6747.31768046,0.04945343774851385
2019-09-19 00:00:00+00:00,77.5,77.552,72.7,77.276,6672.32462732,-0.007500642178268735
2019-09-20 00:00:00+00:00,76.791,76.791,73.0,75.162,4662.76534226,-0.027356488431078074
2019-09-21 00:00:00+00:00,75.256,75.536,71.836,73.24,2028.85604989,-0.02557143237274173
2019-09-22 00:00:00+00:00,72.826,72.826,71.049,72.361,1406.04827809,-0.01200163844893487
2019-09-23 00:00:00+00:00,72.065,74.0,61.479,66.42,3803.61230765,-0.08210223739307088
2019-09-24 00:00:00+00:00,66.328,67.151,55.0,55.0,15523.98038171,-0.17193616380608256
2019-09-25 00:00:00+00:00,55.241,58.481,53.121,57.144,10420.81333365,0.03898181818181823
2019-09-26 00:00:00+00:00,57.358,57.358,50.34,55.073,6241.12548815,-0.03624177516449667
2019-09-27 00:00:00+00:00,55.245,57.118,52.732,55.911,6790.08728817,0.015216167632051913
2019-09-28 00:00:00+00:00,55.911,56.263,54.06,55.408,1443.72013543,-0.008996440771941172
2019-09-29 00:00:00+00:00,55.589,55.589,52.279,54.02,1494.49332798,-0.025050534218885367
2019-09-30 00:00:00+00:00,53.92,56.207,52.522,56.05,2557.65987019,0.03757867456497577
2019-10-01 00:00:00+00:00,55.745,57.625,54.988,55.91,4137.53187244,-0.002497769848349707
2019-10-02 00:00:00+00:00,56.302,56.59,55.342,56.549,1226.83054003,0.011429082453943806
2019-10-03 00:00:00+00:00,56.208,57.001,53.655,56.681,3169.34939653,0.002334258784417065
2019-10-04 00:00:00+00:00,56.681,57.438,55.248,56.567,1471.51957084,-0.0020112559764294824
2019-10-05 00:00:00+00:00,56.398,57.463,55.799,56.791,662.07787039,0.0039599059522335
2019-10-06 00:00:00+00:00,56.797,56.827,53.016,54.43,2487.93742759,-0.04157348875702127
2019-10-07 00:00:00+00:00,54.272,58.654,53.359,57.708,1571.3624448,0.06022414109865881
2019-10-08 00:00:00+00:00,57.586,58.311,56.553,57.056,554.19779812,-0.01129826020655722
2019-10-09 00:00:00+00:00,57.16,59.991,56.697,59.414,1681.75740197,0.041327818283791506
2019-10-10 00:00:00+00:00,59.266,59.546,57.4,57.4,1159.84236876,-0.03389773454068068
2019-10-11 00:00:00+00:00,57.386,58.477,55.527,55.75,2052.34106785,-0.028745644599303066
2019-10-12 00:00:00+00:00,55.966,56.557,55.679,55.823,690.03805808,0.0013094170403586958
2019-10-13 00:00:00+00:00,55.712,57.643,55.712,56.424,978.23827528,0.010766171649678524
2019-10-14 00:00:00+00:00,56.415,57.109,56.208,56.708,1160.3393197,0.005033319154969407
2019-10-15 00:00:00+00:00,56.807,57.373,53.666,54.64,8200.32012091,-0.03646751781053814
2019-10-16 00:00:00+00:00,54.8,55.24,50.247,52.473,3206.70423843,-0.03965959004392394
2019-10-17 00:00:00+00:00,52.569,55.117,51.623,54.827,7047.42682823,0.04486116669525275
2019-10-18 00:00:00+00:00,54.66,54.966,52.159,53.186,1458.76166161,-0.029930508690973356
2019-10-19 00:00:00+00:00,53.237,54.229,52.727,53.705,665.81713264,0.009758207046967282
2019-10-20 00:00:00+00:00,53.652,55.523,52.769,54.83,950.36366431,0.02094777022623595
2019-10-21 00:00:00+00:00,54.937,55.642,53.899,54.769,592.8558752,-0.001112529637059989
2019-10-22 00:00:00+00:00,54.647,55.025,53.16,53.444,863.14845966,-0.024192517665102442
2019-10-23 00:00:00+00:00,53.312,53.48,47.26,49.519,4104.93291048,-0.07344135917970218
2019-10-24 00:00:00+00:00,49.403,50.269,48.414,49.78,1596.66696926,0.005270704174155538
2019-10-25 00:00:00+00:00,49.709,58.699,49.16,56.631,3957.01090397,0.13762555243069508
2019-10-26 00:00:00+00:00,57.1,63.9,54.279,56.927,7335.72362381,0.005226819233282054
2019-10-27 00:00:00+00:00,57.052,63.0,55.898,59.928,5150.74540797,0.052716637096632546
2019-10-28 00:00:00+00:00,59.91,62.494,57.641,57.822,2567.77641292,-0.035142170604725576
2019-10-29 00:00:00+00:00,57.961,60.79,57.866,59.927,3865.98816392,0.03640482861194694
2019-10-30 00:00:00+00:00,60.032,61.089,57.105,57.857,1163.20394237,-0.03454202613179369
2019-10-31 00:00:00+00:00,58.008,59.596,57.182,58.47,1418.05602107,0.010595087889105903
2019-11-01 00:00:00+00:00,58.405,58.83,56.894,58.237,1498.37935178,-0.003984949546776084
2019-11-02 00:00:00+00:00,58.601,59.256,57.897,58.425,522.43533823,0.0032281882651921112
2019-11-03 00:00:00+00:00,58.595,58.863,57.438,58.347,519.98423932,-0.0013350449293966227
2019-11-04 00:00:00+00:00,58.346,62.849,58.013,61.415,1915.9823781,0.05258196651070324
2019-11-05 00:00:00+00:00,61.328,64.25,61.289,63.18,4184.34531116,0.02873890743303753
2019-11-06 00:00:00+00:00,63.07,64.255,62.549,63.9,664.63239308,0.01139601139601143
2019-11-07 00:00:00+00:00,64.2,64.31,60.385,61.326,1385.4798735,-0.04028169014084504
2019-11-08 00:00:00+00:00,61.096,62.411,58.875,60.471,2772.68129687,-0.013941884355738288
2019-11-09 00:00:00+00:00,60.2,62.52,60.2,62.288,817.89003917,0.030047460766317702
2019-11-10 00:00:00+00:00,62.1,66.115,61.129,63.855,3075.20539728,0.025157333675828397
2019-11-11 00:00:00+00:00,63.789,64.436,61.031,61.613,1618.2313748,-0.035110797901495516
2019-11-12 00:00:00+00:00,61.616,62.186,59.691,61.173,901.99110209,-0.007141350039764349
2019-11-13 00:00:00+00:00,61.36,61.809,60.25,60.85,968.29771732,-0.0052801072368529045
2019-11-14 00:00:00+00:00,60.902,61.096,58.275,59.012,2357.78653978,-0.030205423171733803
2019-11-15 00:00:00+00:00,58.845,60.597,56.146,57.513,1798.19677442,-0.025401613231207265
2019-11-16 00:00:00+00:00,57.346,58.701,57.181,58.386,653.97645281,0.015179176881748635
2019-11-17 00:00:00+00:00,58.406,59.927,57.569,59.132,825.29550827,0.01277703559072374
2019-11-18 00:00:00+00:00,59.056,59.12,53.769,55.906,2889.78572732,-0.05455590881417849
2019-11-19 00:00:00+00:00,55.661,55.982,54.233,54.811,917.84259617,-0.019586448681715662
2019-11-20 00:00:00+00:00,55.226,55.965,54.611,55.0,350.51219679,0.0034482129499553427
2019-11-21 00:00:00+00:00,54.925,55.118,48.011,50.681,4990.41953238,-0.07852727272727278
2019-11-22 00:00:00+00:00,50.591,51.478,43.662,47.597,8055.46684353,-0.06085120656656329
2019-11-23 00:00:00+00:00,47.348,48.75,46.354,48.313,1154.14951869,0.015042964892745259
2019-11-24 00:00:00+00:00,47.789,47.826,43.662,43.733,2211.45938205,-0.0947985014385363
2019-11-25 00:00:00+00:00,43.733,47.328,42.21,45.946,4535.79605682,0.05060251983627917
2019-11-26 00:00:00+00:00,45.596,47.494,45.443,47.17,819.25165771,0.026639968658860536
2019-11-27 00:00:00+00:00,46.749,48.647,44.707,47.866,4683.62421162,0.014755140979435977
2019-11-28 00:00:00+00:00,47.921,48.0,46.477,46.937,508.05831891,-0.019408348305686718
2019-11-29 00:00:00+00:00,47.2,49.338,47.135,48.738,3253.60876974,0.038370581843748086
2019-11-30 00:00:00+00:00,48.712,48.893,46.7,47.307,698.33917523,-0.029361073495014156
2019-12-01 00:00:00+00:00,47.2,48.259,45.698,47.691,1878.78525947,0.0081171919589067
2019-12-02 00:00:00+00:00,47.591,47.594,44.859,45.747,2148.7658115,-0.040762408001509765
2019-12-03 00:00:00+00:00,45.684,46.215,44.354,44.748,2197.00857045,-0.021837497540822426
2019-12-04 00:00:00+00:00,44.839,47.289,43.874,44.8,9414.04092573,0.0011620631089657163
2019-12-05 00:00:00+00:00,44.682,45.327,43.846,44.807,6260.52880951,0.00015625000000007994
2019-12-06 00:00:00+00:00,44.934,45.505,44.168,45.428,6954.59522882,0.013859441605106326
2019-12-07 00:00:00+00:00,45.479,46.453,45.216,45.216,370.12417672,-0.004666725367614588
2019-12-08 00:00:00+00:00,45.288,46.205,44.974,45.837,778.68692188,0.013734076433121079
2019-12-09 00:00:00+00:00,44.396,44.568,44.396,44.568,23.1482494,-0.027685057922638978
2019-12-10 00:00:00+00:00,44.525,44.653,43.728,44.131,7376.43519932,-0.009805241428827771
2019-12-11 00:00:00+00:00,44.117,44.458,43.273,43.587,1572.39325143,-0.012326935714123799
2019-12-12 00:00:00+00:00,43.792,44.026,42.964,43.741,654.86025888,0.003533163557941421
2019-12-13 00:00:00+00:00,43.654,44.442,43.479,44.181,853.35428323,0.010059212180791421
2019-12-14 00:00:00+00:00,44.469,44.547,43.29,43.418,1132.89360926,-0.017269867137457262
2019-12-15 00:00:00+00:00,43.301,43.899,42.959,43.467,566.48007182,0.0011285641899672072
2019-12-16 00:00:00+00:00,43.47,43.47,39.229,40.096,5057.40008143,-0.07755308624933865
2019-12-17 00:00:00+00:00,39.851,40.079,36.19,36.858,1920.67437324,-0.08075618515562655
2019-12-18 00:00:00+00:00,36.857,41.481,36.024,40.922,2773.70361968,0.11026100168213149
2019-12-19 00:00:00+00:00,40.971,40.989,39.173,39.6,1213.46299709,-0.03230536141928542
2019-12-20 00:00:00+00:00,39.764,40.383,39.404,40.285,534.20059115,0.017297979797979757
2019-12-21 00:00:00+00:00,40.156,40.278,39.596,39.792,473.93451297,-0.01223780563485155
2019-12-22 00:00:00+00:00,39.93,42.119,39.721,41.914,759.82072689,0.05332730197024538
2019-12-23 00:00:00+00:00,41.98,42.636,40.35,40.429,4163.28255575,-0.035429689363935646
2019-12-24 00:00:00+00:00,40.589,41.032,39.771,40.214,759.13654335,-0.005317964827228017
2019-12-25 00:00:00+00:00,40.402,40.402,39.643,40.139,416.4434428,-0.0018650221315958948
