time,XRP open,XRP high,XRP low,XRP close,XRP volume,XRP quoteVolume
2019-04-10 00:00:00+00:00,0.35,0.361,0.349,0.355,798637.31368522,284268.984071545
2019-04-11 00:00:00+00:00,0.355,0.355,0.323,0.328,3142657.98032104,1045142.5963779656
2019-04-12 00:00:00+00:00,0.329,0.331,0.318,0.325,1445504.84916073,471003.24278056197
2019-04-13 00:00:00+00:00,0.325,0.337,0.323,0.327,543577.43875927,177866.86745814426
2019-04-14 00:00:00+00:00,0.326,0.331,0.323,0.329,525480.55467279,171114.30420209258
2019-04-15 00:00:00+00:00,0.329,0.332,0.314,0.319,1713206.38606459,546290.580279099
2019-04-16 00:00:00+00:00,0.319,0.327,0.317,0.326,503040.96635625,162351.207636009
2019-04-17 00:00:00+00:00,0.327,0.342,0.321,0.335,1755409.492468,581716.7582301368
2019-04-18 00:00:00+00:00,0.335,0.348,0.335,0.337,1125374.96729032,381181.1796488728
2019-04-19 00:00:00+00:00,0.337,0.337,0.328,0.332,809043.28364231,268343.62960134074
2019-04-20 00:00:00+00:00,0.332,0.334,0.323,0.328,548902.01166529,181980.83984486538
2019-04-21 00:00:00+00:00,0.329,0.329,0.317,0.322,496880.87378599,159562.36405676845
2019-04-22 00:00:00+00:00,0.323,0.333,0.319,0.324,553716.16286783,180042.74965283924
2019-04-23 00:00:00+00:00,0.323,0.329,0.321,0.321,1136152.74055666,368872.1045593941
2019-04-24 00:00:00+00:00,0.32,0.322,0.292,0.3,3934061.49937736,1191554.0200582005
2019-04-25 00:00:00+00:00,0.301,0.307,0.28,0.287,3396458.0294826,986069.7298505375
2019-04-26 00:00:00+00:00,0.286,0.296,0.283,0.294,1949247.39894666,562775.5105827841
2019-04-27 00:00:00+00:00,0.294,0.297,0.29,0.292,658419.02506786,192486.30358804378
2019-04-28 00:00:00+00:00,0.292,0.295,0.288,0.291,416375.11694154,121129.9563445452
2019-04-29 00:00:00+00:00,0.291,0.293,0.284,0.287,498041.00231329,143419.7703697338
2019-04-30 00:00:00+00:00,0.289,0.308,0.287,0.306,1255707.19700918,379246.1860065847
2019-05-01 00:00:00+00:00,0.307,0.308,0.297,0.299,688316.96301625,206925.37550064526
2019-05-02 00:00:00+00:00,0.3,0.301,0.295,0.297,687226.35331618,204281.40793210905
2019-05-03 00:00:00+00:00,0.296,0.307,0.296,0.303,1685133.5665732,510102.9991701388
2019-05-04 00:00:00+00:00,0.3039,0.312,0.2948,0.299,1095292.76888825,326091.2014760503
2019-05-05 00:00:00+00:00,0.3,0.301,0.296,0.298,764740.79038161,227655.78644941343
2019-05-06 00:00:00+00:00,0.29701,0.30301,0.292,0.3,935804.94939688,277429.37880740187
2019-05-07 00:00:00+00:00,0.3,0.30378,0.293,0.293,595300.91349858,178316.45277407728
2019-05-08 00:00:00+00:00,0.29285,0.299,0.29101,0.29702,626934.18571325,185733.28629583694
2019-05-09 00:00:00+00:00,0.297,0.29963,0.29,0.294,560773.74577041,165338.44152369653
2019-05-10 00:00:00+00:00,0.29301,0.3,0.29,0.29787,573580.36254571,169897.92496544597
2019-05-11 00:00:00+00:00,0.29795,0.341,0.2979,0.32301,2829900.29213779,906786.0203379967
2019-05-12 00:00:00+00:00,0.3216,0.332,0.305,0.31,2306515.05377106,730810.7539693776
2019-05-13 00:00:00+00:00,0.30908,0.33223,0.30721,0.325,2652519.1333088,863449.6926344992
2019-05-14 00:00:00+00:00,0.32566,0.422,0.323,0.41,10139081.4521743,3907752.7776565664
2019-05-15 00:00:00+00:00,0.41,0.46999,0.40807,0.45999,6005749.28828734,2629006.6946421056
2019-05-16 00:00:00+00:00,0.45803,0.47978,0.39348,0.418,5975159.52431848,2595753.373115774
2019-05-17 00:00:00+00:00,0.419,0.42399,0.35801,0.389,6225197.49540991,2358985.678647158
2019-05-18 00:00:00+00:00,0.389,0.39401,0.365,0.373,1401556.60800899,530521.5377326891
2019-05-19 00:00:00+00:00,0.372,0.429,0.37101,0.4195,2841844.98692041,1156099.0909735202
2019-05-20 00:00:00+00:00,0.418,0.418,0.38,0.4,2065703.82218011,819293.5859009085
2019-05-21 00:00:00+00:00,0.4,0.408,0.38841,0.399,1078748.03989127,428352.547916788
2019-05-22 00:00:00+00:00,0.39899,0.41202,0.36678,0.372,4980858.74913723,1933788.44560598
2019-05-23 00:00:00+00:00,0.37,0.38499,0.362,0.381,1055266.49620311,393121.1435808833
2019-05-24 00:00:00+00:00,0.382,0.39599,0.373,0.384,938572.4833527,363653.2792481084
2019-05-25 00:00:00+00:00,0.38598,0.39696,0.38205,0.387,951012.21809728,369707.4229355005
2019-05-26 00:00:00+00:00,0.387,0.415,0.375,0.41,4504599.41699485,1828888.7695045983
2019-05-27 00:00:00+00:00,0.41,0.44682,0.406,0.433,2751319.1183078,1158789.882874897
2019-05-28 00:00:00+00:00,0.43301,0.46,0.41999,0.44921,3481692.77751672,1522773.7848253483
2019-05-29 00:00:00+00:00,0.44699,0.457,0.42046,0.443,2122571.71656756,939549.3541034337
2019-05-30 00:00:00+00:00,0.44301,0.474,0.401,0.419,4131568.74495463,1822249.4531870503
2019-05-31 00:00:00+00:00,0.4182,0.44095,0.408,0.438,1437034.75860793,610215.1400075644
2019-06-01 00:00:00+00:00,0.439,0.441,0.42,0.43,1015322.81380078,438746.50815654284
2019-06-02 00:00:00+00:00,0.429,0.44699,0.429,0.44599,1213603.57581553,533497.8228136296
2019-06-03 00:00:00+00:00,0.445,0.46368,0.41607,0.4167,2575828.14951348,1138814.6946196496
2019-06-04 00:00:00+00:00,0.41799,0.418,0.384,0.398,4144711.06001862,1665673.5865136934
2019-06-05 00:00:00+00:00,0.399,0.406,0.388,0.403,1918918.89895371,764862.8251845137
2019-06-06 00:00:00+00:00,0.4,0.428,0.392,0.42097,2261818.99512738,926904.4821288643
2019-06-07 00:00:00+00:00,0.42099,0.43199,0.416,0.42125,1474386.42615981,623800.0051000726
2019-06-08 00:00:00+00:00,0.42,0.422,0.404,0.41,2233446.14233299,913211.4286281735
2019-06-09 00:00:00+00:00,0.41083,0.41162,0.3737,0.38699,1698648.04797186,661258.4704712894
2019-06-10 00:00:00+00:00,0.385,0.40578,0.38101,0.4015,874429.81695805,345539.8734532837
2019-06-11 00:00:00+00:00,0.403,0.403,0.38399,0.394,1998354.74797746,776819.3140732948
2019-06-12 00:00:00+00:00,0.394,0.404,0.38601,0.402,1437666.65966872,569647.9342895118
2019-06-13 00:00:00+00:00,0.40199,0.41,0.397,0.39997,727137.61222133,292633.8217752572
2019-06-14 00:00:00+00:00,0.4,0.40535,0.392,0.405,1106058.43139236,439351.6656845263
2019-06-15 00:00:00+00:00,0.40499,0.4149,0.403,0.411,837815.42254888,342759.671331666
2019-06-16 00:00:00+00:00,0.41259,0.442,0.409,0.428,2150038.23723124,909251.0638809684
2019-06-17 00:00:00+00:00,0.428,0.46199,0.427,0.448,2529500.1641848,1121127.0412125208
2019-06-18 00:00:00+00:00,0.44702,0.45698,0.419,0.42603,1996087.10116497,871067.5797046175
2019-06-19 00:00:00+00:00,0.428,0.439,0.425,0.43455,1843263.2700314,793713.6051413551
2019-06-20 00:00:00+00:00,0.435,0.437,0.42,0.43001,1266863.96526345,543291.3253969902
2019-06-21 00:00:00+00:00,0.43001,0.45,0.43001,0.445,1786280.45048104,786091.4853731181
2019-06-22 00:00:00+00:00,0.445,0.507,0.44201,0.472,5182051.90286937,2431843.3777581
2019-06-23 00:00:00+00:00,0.475,0.48898,0.461,0.46501,1517949.79416624,722952.2527931245
2019-06-24 00:00:00+00:00,0.465,0.474,0.44565,0.47292,1427685.56472144,653911.9893455857
2019-06-25 00:00:00+00:00,0.474,0.475,0.45403,0.46598,1323511.56997732,616477.393273598
2019-06-26 00:00:00+00:00,0.467,0.492,0.43309,0.457,4881708.72313738,2296032.007683167
2019-06-27 00:00:00+00:00,0.45699,0.4649,0.38,0.40598,4197557.14169693,1754959.2241626447
2019-06-28 00:00:00+00:00,0.403,0.42252,0.397,0.42101,1747393.86624349,719213.4712720881
2019-06-29 00:00:00+00:00,0.422,0.427,0.401,0.424,1247247.17703815,519852.5710536843
2019-06-30 00:00:00+00:00,0.425,0.426,0.39141,0.39141,1649141.50971233,670777.083129614
2019-07-01 00:00:00+00:00,0.39141,0.418,0.387,0.40771,992755.09819836,394548.7913807761
2019-07-02 00:00:00+00:00,0.40589,0.407,0.381,0.39701,566822.34287709,222533.4901940788
2019-07-03 00:00:00+00:00,0.4,0.40799,0.396,0.40507,962159.67813996,385350.87241972
2019-07-04 00:00:00+00:00,0.40507,0.40594,0.38599,0.38699,774455.20748579,306183.5552909548
2019-07-05 00:00:00+00:00,0.386,0.3877,0.374,0.37999,1052168.22873757,399274.650172984
2019-07-06 00:00:00+00:00,0.38,0.41,0.38,0.38999,1105130.9891974,438515.28499432467
2019-07-07 00:00:00+00:00,0.39,0.4,0.38763,0.39801,379611.59989752,149601.34381108946
2019-07-08 00:00:00+00:00,0.39963,0.40495,0.393,0.40202,669782.05086927,267601.84899353696
2019-07-09 00:00:00+00:00,0.40201,0.40703,0.39004,0.394,912758.8285751,364469.1503050073
2019-07-10 00:00:00+00:00,0.3935,0.39699,0.352,0.361,2577646.21011397,941120.167192891
2019-07-11 00:00:00+00:00,0.361,0.362,0.319,0.327,2361796.84649758,795592.8570142762
2019-07-12 00:00:00+00:00,0.327,0.35,0.32,0.346,793116.91665574,269801.5610875993
2019-07-13 00:00:00+00:00,0.34499,0.34499,0.324,0.332,471730.87546869,156471.69985106526
2019-07-14 00:00:00+00:00,0.333,0.334,0.3,0.304,1155414.55583148,365161.85198852443
2019-07-15 00:00:00+00:00,0.305,0.32397,0.29,0.31499,2161425.72761432,664939.0153846412
2019-07-16 00:00:00+00:00,0.313,0.31997,0.284,0.295,2747223.46543415,823266.4315062485
2019-07-17 00:00:00+00:00,0.297,0.324,0.29317,0.31,2020332.75935854,618630.0237921557
2019-07-18 00:00:00+00:00,0.312,0.32604,0.304,0.32101,1087428.49788478,345479.3685198981
2019-07-19 00:00:00+00:00,0.32101,0.32291,0.31,0.32,971579.23457379,308013.9714398958
2019-07-20 00:00:00+00:00,0.321,0.342,0.32,0.334,1737692.50563877,573832.2128466207
2019-07-21 00:00:00+00:00,0.333,0.335,0.32199,0.33,389218.56253699,127776.34055366358
2019-07-22 00:00:00+00:00,0.33199,0.33298,0.316,0.32036,694945.08266091,224573.38372516268
2019-07-23 00:00:00+00:00,0.32039,0.32085,0.307,0.309,641334.60646785,200548.4213534798
2019-07-24 00:00:00+00:00,0.307,0.3182,0.303,0.31599,500487.37612771,155590.26766800598
2019-07-25 00:00:00+00:00,0.316,0.3235,0.31202,0.314,384693.55592951,122168.91672372313
2019-07-26 00:00:00+00:00,0.31316,0.32586,0.30802,0.32297,554791.28154673,176031.59214535137
2019-07-27 00:00:00+00:00,0.32224,0.329,0.30361,0.31,877787.71546005,276319.02757360553
2019-07-28 00:00:00+00:00,0.309,0.31429,0.29904,0.312,418413.19703641,128765.7809124536
2019-07-29 00:00:00+00:00,0.31199,0.314,0.30592,0.31,412408.15989646,127439.48441075598
2019-07-30 00:00:00+00:00,0.30927,0.3226,0.30639,0.319,510644.43618964,161200.15340911702
2019-07-31 00:00:00+00:00,0.319,0.32365,0.316,0.32,370537.57001324,118265.24121868193
2019-08-01 00:00:00+00:00,0.32,0.32,0.31202,0.31673,283378.36668608,89114.56142891622
2019-08-02 00:00:00+00:00,0.315,0.31811,0.30928,0.31256,353726.5253698,110939.82463902126
2019-08-03 00:00:00+00:00,0.31213,0.31777,0.31112,0.3163,212484.72095909,67039.50654213772
2019-08-04 00:00:00+00:00,0.3164,0.32307,0.31293,0.32,193564.55244326,61612.904649940756
2019-08-05 00:00:00+00:00,0.32,0.331,0.31966,0.32136,668920.01440805,217143.1035480051
2019-08-06 00:00:00+00:00,0.322,0.32483,0.30755,0.311,788879.15113063,248641.36363961606
2019-08-07 00:00:00+00:00,0.311,0.31599,0.307,0.311,505125.47819364,156736.46105733194
2019-08-08 00:00:00+00:00,0.311,0.3114,0.304,0.308,469628.83417678,144260.47136762954
2019-08-09 00:00:00+00:00,0.308,0.30808,0.29,0.29528,626822.00019658,187088.44172657552
2019-08-10 00:00:00+00:00,0.296,0.3058,0.29011,0.29885,304230.96548062,90412.58169872506
2019-08-11 00:00:00+00:00,0.299,0.306,0.295,0.30276,294327.03616618,88198.58582628165
2019-08-12 00:00:00+00:00,0.3023,0.30306,0.29814,0.30061,236764.11557143,71160.5972669555
2019-08-13 00:00:00+00:00,0.30084,0.30098,0.29199,0.29664,316193.42709076,93495.67914404962
2019-08-14 00:00:00+00:00,0.29664,0.29709,0.2542,0.26201,1470154.60484263,398648.84038667305
2019-08-15 00:00:00+00:00,0.263,0.26796,0.25005,0.264,722063.67016058,188035.27346477204
2019-08-16 00:00:00+00:00,0.26398,0.26574,0.255,0.26174,550582.25961027,143233.1216056096
2019-08-17 00:00:00+00:00,0.26174,0.26851,0.25969,0.26597,402677.31832217,106388.11200148817
2019-08-18 00:00:00+00:00,0.2648,0.2915,0.26366,0.28301,951974.3736463,267869.51633087883
2019-08-19 00:00:00+00:00,0.28285,0.29032,0.27662,0.28228,1253943.94577876,354347.9665833075
2019-08-20 00:00:00+00:00,0.28218,0.28218,0.2712,0.27443,352587.25888827,96928.76248189625
2019-08-21 00:00:00+00:00,0.27363,0.27425,0.25808,0.26597,1157639.72270951,304233.5349765348
2019-08-22 00:00:00+00:00,0.26625,0.27369,0.26146,0.271,362976.23012133,97299.09847116249
2019-08-23 00:00:00+00:00,0.27029,0.27862,0.26786,0.27631,214381.86095124,58769.89220220014
2019-08-24 00:00:00+00:00,0.27691,0.27715,0.264,0.27063,406078.14450185,110421.74469547375
2019-08-25 00:00:00+00:00,0.27232,0.27637,0.26648,0.26694,130821.3547193,35536.66560780134
2019-08-26 00:00:00+00:00,0.27164,0.28,0.267,0.26964,453433.23799024,124238.97525654397
2019-08-27 00:00:00+00:00,0.26964,0.26999,0.265,0.26851,253793.24834087,68150.33539805993
2019-08-28 00:00:00+00:00,0.26832,0.26832,0.24698,0.25616,937453.87412362,241112.51376748402
2019-08-29 00:00:00+00:00,0.255,0.26238,0.24741,0.25707,823444.67804807,208016.84321715252
2019-08-30 00:00:00+00:00,0.255,0.25683,0.253,0.25511,400037.86778053,102154.83773348494
2019-08-31 00:00:00+00:00,0.25518,0.26,0.25323,0.25759,699134.19297188,179278.76820856717
2019-09-01 00:00:00+00:00,0.2583,0.2583,0.2515,0.25611,1196622.36782456,305885.4587106866
2019-09-02 00:00:00+00:00,0.25599,0.26469,0.25411,0.26124,354217.0656196,91596.27789750941
2019-09-03 00:00:00+00:00,0.26125,0.267,0.25872,0.26594,1949778.10725825,514275.92118894256
2019-09-04 00:00:00+00:00,0.26226,0.26305,0.2561,0.25882,441516.09600752,114711.42031125176
2019-09-05 00:00:00+00:00,0.25853,0.25956,0.254,0.25683,325067.25454774,83307.79689752283
2019-09-06 00:00:00+00:00,0.25685,0.25929,0.2475,0.25001,1425318.87807898,362174.62070677005
2019-09-07 00:00:00+00:00,0.25072,0.263,0.2505,0.26154,413798.61542486,105994.2672415066
2019-09-08 00:00:00+00:00,0.26117,0.266,0.2566,0.26231,269198.63599682,70443.5742335171
2019-09-09 00:00:00+00:00,0.26239,0.2649,0.25662,0.25912,265626.37489927,69144.43059368234
2019-09-10 00:00:00+00:00,0.25912,0.26322,0.25338,0.25886,322279.4002696,83645.22906150745
2019-09-11 00:00:00+00:00,0.259,0.26006,0.25163,0.25561,320229.51293845,81579.69800352433
2019-09-12 00:00:00+00:00,0.25556,0.2565,0.251,0.25455,508435.43223566,129034.31252700399
2019-09-13 00:00:00+00:00,0.25455,0.25609,0.25285,0.25526,495947.86978517,126085.73855487833
2019-09-14 00:00:00+00:00,0.25555,0.266,0.25428,0.26231,390354.40929053,102077.54995402189
2019-09-15 00:00:00+00:00,0.26232,0.26443,0.25899,0.2595,162554.42364219,42577.26908787905
2019-09-16 00:00:00+00:00,0.26138,0.264,0.25701,0.26029,701736.09377091,183526.08343900635
2019-09-17 00:00:00+00:00,0.26158,0.29895,0.2606,0.2845,2994969.54365838,839241.4260585367
2019-09-18 00:00:00+00:00,0.28597,0.32601,0.28597,0.3126,3061799.6654752,950931.1706489798
2019-09-19 00:00:00+00:00,0.31365,0.31367,0.28304,0.30206,2005477.28249912,597164.1603846977
2019-09-20 00:00:00+00:00,0.30101,0.30101,0.28401,0.29346,836273.47032253,245463.10700043058
2019-09-21 00:00:00+00:00,0.293,0.29698,0.28699,0.28998,326333.19667855,94981.17324655452
2019-09-22 00:00:00+00:00,0.28937,0.28937,0.269,0.27792,860153.99837199,239411.72785643899
2019-09-23 00:00:00+00:00,0.27605,0.2862,0.26639,0.26639,854834.83628977,235566.08965085362
2019-09-24 00:00:00+00:00,0.26678,0.27219,0.216,0.234,3000625.87855734,735376.507815812
2019-09-25 00:00:00+00:00,0.234,0.24974,0.23293,0.24594,729795.47500001,175452.63980674505
2019-09-26 00:00:00+00:00,0.24479,0.24975,0.22901,0.245,1057061.58086259,254123.54078331118
2019-09-27 00:00:00+00:00,0.24282,0.24798,0.234,0.2424,550783.66391283,133095.31380228692
2019-09-28 00:00:00+00:00,0.243,0.24798,0.23869,0.24179,345788.79556405,83882.21771615733
2019-09-29 00:00:00+00:00,0.24225,0.24225,0.23508,0.242,299052.50766443,71230.48302873058
2019-09-30 00:00:00+00:00,0.23915,0.261,0.23575,0.25603,1660000.6244813,419335.5241102321
2019-10-01 00:00:00+00:00,0.25679,0.262,0.24578,0.25007,742896.54616356,189521.5659220497
2019-10-02 00:00:00+00:00,0.24986,0.255,0.2445,0.25478,593834.57415072,148531.95580404092
2019-10-03 00:00:00+00:00,0.25442,0.25446,0.242,0.24768,414483.62747994,102279.72816506734
2019-10-04 00:00:00+00:00,0.24747,0.25689,0.24589,0.25332,368674.67034131,92820.80988997911
2019-10-05 00:00:00+00:00,0.2522,0.25655,0.24787,0.253,412579.26887299,104280.96247509224
2019-10-06 00:00:00+00:00,0.253,0.25698,0.25121,0.25259,318204.89983235,80709.60006787656
2019-10-07 00:00:00+00:00,0.25523,0.281,0.25492,0.27656,1383077.97896849,378228.4783848075
2019-10-08 00:00:00+00:00,0.27511,0.286,0.27032,0.27713,776407.0839604,215547.519131449
2019-10-09 00:00:00+00:00,0.27701,0.288,0.2739,0.2827,819638.23203212,230982.72110148007
2019-10-10 00:00:00+00:00,0.2827,0.2827,0.26519,0.27101,486554.39095155,132928.92125854464
2019-10-11 00:00:00+00:00,0.27125,0.27662,0.26551,0.26644,517530.99792138,139496.55587897726
2019-10-12 00:00:00+00:00,0.26928,0.278,0.26928,0.273,246033.92188305,67372.67727097671
2019-10-13 00:00:00+00:00,0.27301,0.28196,0.27145,0.27769,238608.68693599,66129.35358805972
2019-10-14 00:00:00+00:00,0.27734,0.2985,0.2764,0.2985,1377874.5643839,399108.136839243
2019-10-15 00:00:00+00:00,0.29898,0.29901,0.2837,0.28806,900709.52413002,263610.6105927556
2019-10-16 00:00:00+00:00,0.28816,0.292,0.27849,0.28396,706912.18951125,201193.0733880298
2019-10-17 00:00:00+00:00,0.28347,0.30313,0.28001,0.30194,1261914.62448707,372757.5025164302
2019-10-18 00:00:00+00:00,0.30118,0.30214,0.28413,0.29404,793920.74287876,230747.45842928535
2019-10-19 00:00:00+00:00,0.29356,0.29899,0.288,0.29037,343324.81868099,100229.28099555692
2019-10-20 00:00:00+00:00,0.292,0.297,0.282,0.29337,622945.02783026,180231.24044476013
2019-10-21 00:00:00+00:00,0.29289,0.2945,0.28901,0.29329,209589.68854791,61268.13073471481
2019-10-22 00:00:00+00:00,0.29256,0.302,0.289,0.29183,723913.42877601,212996.83252630368
2019-10-23 00:00:00+00:00,0.29085,0.29169,0.2545,0.273,1868462.28637793,513410.8952853748
2019-10-24 00:00:00+00:00,0.273,0.28073,0.26602,0.27782,634888.76723579,173820.8076016294
2019-10-25 00:00:00+00:00,0.27548,0.30798,0.27545,0.29797,2463165.0431657,721804.174168448
2019-10-26 00:00:00+00:00,0.29949,0.31495,0.28423,0.294,2760797.63755832,834803.396649811
2019-10-27 00:00:00+00:00,0.29465,0.30267,0.29085,0.29902,1033159.58675355,307815.6867585851
2019-10-28 00:00:00+00:00,0.2998,0.30698,0.29402,0.29545,918480.45589194,273739.49819782935
2019-10-29 00:00:00+00:00,0.29617,0.30966,0.29512,0.30318,582054.62242171,175317.47798327755
2019-10-30 00:00:00+00:00,0.30201,0.3063,0.29076,0.295,474069.89750555,140475.215541902
2019-10-31 00:00:00+00:00,0.29715,0.298,0.28847,0.29471,722208.68041889,212205.7200718542
2019-11-01 00:00:00+00:00,0.29477,0.29497,0.2845,0.29222,609974.26238331,177437.89099546315
2019-11-02 00:00:00+00:00,0.293,0.29798,0.29188,0.29573,253045.64201118,74584.10605883648
2019-11-03 00:00:00+00:00,0.29594,0.2964,0.28907,0.29001,360657.96540303,105347.00307771622
2019-11-04 00:00:00+00:00,0.29005,0.3005,0.2895,0.29994,904720.11395519,267268.89579732035
2019-11-05 00:00:00+00:00,0.29998,0.30432,0.29503,0.30168,419073.27591636,126024.42611037425
2019-11-06 00:00:00+00:00,0.29986,0.313,0.297,0.31,873047.07018703,262578.1960320913
2019-11-07 00:00:00+00:00,0.31001,0.314,0.27505,0.29099,1484816.53648051,434451.1183473854
2019-11-08 00:00:00+00:00,0.28986,0.29094,0.271,0.27597,1030584.08931898,287722.4718906723
2019-11-09 00:00:00+00:00,0.2758,0.28157,0.275,0.27822,422791.90290841,117926.30163983763
2019-11-10 00:00:00+00:00,0.27945,0.28394,0.27714,0.27907,486577.3773766,136649.83983497822
2019-11-11 00:00:00+00:00,0.27907,0.28067,0.27,0.27348,580528.91965001,158940.4156416509
2019-11-12 00:00:00+00:00,0.27395,0.276,0.26702,0.27177,219569.28414763,59518.98374717222
2019-11-13 00:00:00+00:00,0.27218,0.275,0.26977,0.27232,262526.83211242,71481.87892036031
2019-11-14 00:00:00+00:00,0.27155,0.27228,0.263,0.26766,429052.74216751,114328.65010178844
2019-11-15 00:00:00+00:00,0.2679,0.2688,0.252,0.25989,564849.69988057,147073.43180899648
2019-11-16 00:00:00+00:00,0.25998,0.264,0.25925,0.26262,434975.84366768,113313.9571291911
2019-11-17 00:00:00+00:00,0.2622,0.26592,0.25895,0.26304,228638.62148076,60199.97807118249
2019-11-18 00:00:00+00:00,0.26325,0.26325,0.24094,0.25231,527496.25939676,133585.10656238458
2019-11-19 00:00:00+00:00,0.25253,0.25549,0.2435,0.25303,323137.99856622,80681.9877599884
2019-11-20 00:00:00+00:00,0.25313,0.25864,0.24719,0.249,786899.50729808,198384.55176109116
2019-11-21 00:00:00+00:00,0.24997,0.252,0.235,0.24364,900013.99628948,219174.95897484972
2019-11-22 00:00:00+00:00,0.2439,0.24555,0.222,0.23178,1181230.5101845,274427.5337339106
2019-11-23 00:00:00+00:00,0.23063,0.2359,0.22632,0.23385,1048895.82904486,239784.67281686378
2019-11-24 00:00:00+00:00,0.2342,0.2342,0.219,0.21905,299036.66011061,67911.66241083344
2019-11-25 00:00:00+00:00,0.21804,0.225,0.20032,0.21867,1671168.14993496,357817.600192098
2019-11-26 00:00:00+00:00,0.21799,0.2214,0.214,0.22099,886975.3500574,193252.9689203733
2019-11-27 00:00:00+00:00,0.2194,0.22991,0.21301,0.22458,1925883.72754575,429180.0062423044
2019-11-28 00:00:00+00:00,0.22458,0.22946,0.223,0.22386,616718.38257616,140066.1302430643
2019-11-29 00:00:00+00:00,0.22352,0.232,0.22352,0.23045,930544.16024392,212005.97134065875
2019-11-30 00:00:00+00:00,0.23031,0.23199,0.22403,0.2261,444286.06682479,100760.41399602026
2019-12-01 00:00:00+00:00,0.2256,0.2256,0.21891,0.22516,609249.1339766,135361.94227125298
2019-12-02 00:00:00+00:00,0.2252,0.22651,0.21762,0.22054,578081.18914602,128566.705668446
2019-12-03 00:00:00+00:00,0.21999,0.222,0.21864,0.21997,211223.23360065,46539.927097583735
2019-12-04 00:00:00+00:00,0.21952,0.225,0.21,0.2153,1013797.31017214,219776.42968151026
2019-12-05 00:00:00+00:00,0.21413,0.226,0.2125,0.22245,160660.58825149,34846.6783155242
2019-12-06 00:00:00+00:00,0.22146,0.22625,0.22,0.22625,260547.11435705,58101.31367718168
2019-12-07 00:00:00+00:00,0.22552,0.2284,0.224,0.22799,109297.94759425,24802.550802637772
2019-12-08 00:00:00+00:00,0.22701,0.232,0.22464,0.23,199198.25738186,45573.38690302
2019-12-09 00:00:00+00:00,0.2235,0.22357,0.22244,0.22357,12747.81406596,2844.4452641184585
2019-12-10 00:00:00+00:00,0.22489,0.2249,0.21905,0.22227,226487.58934652,50177.7210818206
2019-12-11 00:00:00+00:00,0.22326,0.22326,0.21987,0.221,189220.19267764,41914.95211583933
2019-12-12 00:00:00+00:00,0.22195,0.22195,0.217,0.219,270445.90839196,59419.04391993755
2019-12-13 00:00:00+00:00,0.21861,0.22183,0.2135,0.21937,830276.17335134,182458.01331287532
2019-12-14 00:00:00+00:00,0.22001,0.22278,0.215,0.216,806219.86760471,178632.11495729056
2019-12-15 00:00:00+00:00,0.21557,0.21905,0.21527,0.21755,79833.8265385,17397.441356600626
2019-12-16 00:00:00+00:00,0.21721,0.21727,0.203,0.20572,670072.74647182,139811.70036574887
2019-12-17 00:00:00+00:00,0.20535,0.2062,0.17713,0.182,2491072.04422413,475976.5471795817
2019-12-18 00:00:00+00:00,0.18296,0.2,0.17534,0.19583,1415179.33846605,266088.17985388625
2019-12-19 00:00:00+00:00,0.19688,0.19688,0.18465,0.18879,565323.01687614,106733.14099768519
